gene_id,gene_type,split,labels,gene_name,TSS,chromosome_name,strand
ENSG00000204592,protein_coding,train,1.87810207815144,HLA-E,30489518,chr6,+
ENSG00000204642,protein_coding,train,0.332033240624247,HLA-F,29723450,chr6,+
ENSG00000204632,protein_coding,train,0.1305821559310915,HLA-G,29827830,chr6,+
ENSG00000159267,protein_coding,train,0.3996204732216996,HLCS,36966680,chr21,-
ENSG00000108924,protein_coding,train,-0.5811709751600984,HLF,55265039,chr17,+
ENSG00000071794,protein_coding,train,0.6091366340075339,HLTF,149086559,chr3,-
ENSG00000136630,protein_coding,train,-0.3373045064281229,HLX,220879457,chr1,+
ENSG00000101294,protein_coding,valid,1.215463574565934,HM13,31514519,chr20,+
ENSG00000147421,protein_coding,train,0.442912360315672,HMBOX1,28890421,chr8,+
ENSG00000256269,protein_coding,train,0.6866607437787233,HMBS,119084919,chr11,+
ENSG00000143341,protein_coding,train,-0.5086811781138586,HMCN1,185734412,chr1,+
ENSG00000148357,protein_coding,train,-1.1662894696894923,HMCN2,130265767,chr9,+
ENSG00000140382,protein_coding,train,0.8320369043734249,HMG20A,77420929,chr15,+
ENSG00000064961,protein_coding,train,1.1236832350006285,HMG20B,3573016,chr19,+
ENSG00000137309,protein_coding,train,1.8015910258736572,HMGA1,34236915,chr6,+
ENSG00000149948,protein_coding,train,-0.6549723204557012,HMGA2,65825108,chr12,+
ENSG00000189403,protein_coding,train,1.5432162445442812,HMGB1,30465948,chr13,-
ENSG00000164104,protein_coding,train,1.4790048337953532,HMGB2,173334365,chr4,-
ENSG00000029993,protein_coding,test,0.903682524438217,HMGB3,150983344,chrX,+
ENSG00000176256,protein_coding,train,-1.4632121967076763,HMGB4,33864085,chr1,+
ENSG00000117305,protein_coding,train,0.5110558087638074,HMGCL,23825449,chr1,-
ENSG00000146151,protein_coding,train,-1.1067673721448044,HMGCLL1,55579110,chr6,-
ENSG00000113161,protein_coding,test,1.1104505349465237,HMGCR,75337260,chr5,+
ENSG00000112972,protein_coding,test,1.429852357448664,HMGCS1,43313419,chr5,-
ENSG00000134240,protein_coding,train,-1.420161583897135,HMGCS2,119768913,chr1,-
ENSG00000205581,protein_coding,train,1.3382152216728007,HMGN1,39349105,chr21,-
ENSG00000198830,protein_coding,train,1.803874526138452,HMGN2,26472505,chr1,+
ENSG00000118418,protein_coding,train,1.723894658326756,HMGN3,79234723,chr6,-
ENSG00000182952,protein_coding,train,1.3708020957394604,HMGN4,26538419,chr6,+
ENSG00000198157,protein_coding,train,0.3524419803683173,HMGN5,81121650,chrX,-
ENSG00000113716,protein_coding,train,0.9593535737240874,HMGXB3,150000780,chr5,+
ENSG00000100281,protein_coding,train,0.7129162535754459,HMGXB4,35257508,chr22,+
ENSG00000158497,protein_coding,train,-1.4632121967076763,HMHB1,143812234,chr5,+
ENSG00000072571,protein_coding,train,0.3045229496017287,HMMR,163460675,chr5,+
ENSG00000100292,protein_coding,test,0.8929032851387014,HMOX1,35381103,chr22,+
ENSG00000103415,protein_coding,train,1.073444386851143,HMOX2,4476453,chr16,+
ENSG00000221887,protein_coding,train,-0.0811822309306286,HMSD,63949315,chr18,+
ENSG00000215612,protein_coding,train,-1.4632121967076763,HMX1,8871857,chr4,-
ENSG00000188816,protein_coding,train,-1.4632121967076763,HMX2,123148144,chr10,+
ENSG00000188620,protein_coding,train,-1.4158491531920192,HMX3,123135992,chr10,+
ENSG00000135100,protein_coding,train,-1.0795913214480393,HNF1A,120978557,chr12,+
ENSG00000101076,protein_coding,train,-1.351702418554478,HNF4A,44401260,chr20,+
ENSG00000164749,protein_coding,train,-1.2708741013401512,HNF4G,75407691,chr8,+
ENSG00000150540,protein_coding,train,0.228841865685571,HNMT,137964487,chr2,+
ENSG00000177733,protein_coding,train,1.6271020690704685,HNRNPA0,137754386,chr5,-
ENSG00000135486,protein_coding,train,1.736801052543248,HNRNPA1,54280736,chr12,+
ENSG00000139675,protein_coding,test,1.3854425673470117,HNRNPA1L2,52642432,chr13,+
ENSG00000122566,protein_coding,train,1.9538389740143376,HNRNPA2B1,26200757,chr7,-
ENSG00000170144,protein_coding,train,1.6040283932367168,HNRNPA3,177212797,chr2,+
ENSG00000197451,protein_coding,train,1.845090488001839,HNRNPAB,178204540,chr5,+
ENSG00000092199,protein_coding,train,1.733386796080211,HNRNPC,21269449,chr14,-
ENSG00000138668,protein_coding,train,1.396615335841212,HNRNPD,82374004,chr4,-
ENSG00000169813,protein_coding,train,1.8242405733633875,HNRNPF,43409192,chr10,-
ENSG00000169045,protein_coding,train,1.4881120902907574,HNRNPH1,179623680,chr5,-
ENSG00000126945,protein_coding,train,1.5257284301799074,HNRNPH2,101408253,chrX,+
ENSG00000096746,protein_coding,train,1.3934515211429617,HNRNPH3,68332073,chr10,+
ENSG00000165119,protein_coding,train,1.905605128294439,HNRNPK,83980226,chr9,-
ENSG00000104824,protein_coding,train,1.9072238271350836,HNRNPL,38849994,chr19,-
ENSG00000099783,protein_coding,train,1.7889151229960114,HNRNPM,8444992,chr19,+
ENSG00000125944,protein_coding,train,1.2109648871730587,HNRNPR,23344306,chr1,-
ENSG00000153187,protein_coding,train,1.6599635602147995,HNRNPU,244864498,chr1,-
ENSG00000105323,protein_coding,train,1.7647447417714217,HNRNPUL1,41264440,chr19,+
ENSG00000214753,protein_coding,train,1.3536797012620805,HNRNPUL2,62727481,chr11,-
ENSG00000241935,protein_coding,train,-0.8764598889455631,HOGA1,97584339,chr10,+
ENSG00000152413,protein_coding,train,0.1626777606077436,HOMER1,79514540,chr5,-
ENSG00000103942,protein_coding,train,-0.0758047664226945,HOMER2,82952743,chr15,-
ENSG00000051128,protein_coding,train,0.9480479297599388,HOMER3,18941264,chr19,-
ENSG00000215271,protein_coding,train,0.5450552888035676,HOMEZ,23286141,chr14,-
ENSG00000134709,protein_coding,train,0.2755613276548595,HOOK1,59814991,chr1,+
ENSG00000095066,protein_coding,train,0.6964339825914639,HOOK2,12775573,chr19,-
ENSG00000168172,protein_coding,train,0.6563163759337342,HOOK3,42897011,chr8,+
ENSG00000171476,protein_coding,train,0.0741226630938571,HOPX,56681303,chr4,-
ENSG00000143452,protein_coding,train,-1.4137075508612182,HORMAD1,150720898,chr1,-
ENSG00000176635,protein_coding,train,-1.433339212116305,HORMAD2,30080474,chr22,+
ENSG00000105991,protein_coding,train,-0.6743547946054271,HOXA1,27096039,chr7,-
ENSG00000253293,protein_coding,train,-0.9420699555523344,HOXA10,27174335,chr7,-
ENSG00000005073,protein_coding,train,-1.365012104376058,HOXA11,27185253,chr7,-
ENSG00000106031,protein_coding,train,-1.4561495732847278,HOXA13,27200096,chr7,-
ENSG00000105996,protein_coding,train,-0.6367660191589921,HOXA2,27102691,chr7,-
ENSG00000105997,protein_coding,train,-0.4986413512777479,HOXA3,27152590,chr7,-
ENSG00000197576,protein_coding,train,-0.3711857084702494,HOXA4,27130762,chr7,-
ENSG00000106004,protein_coding,train,-0.0528181140342593,HOXA5,27143705,chr7,-
ENSG00000106006,protein_coding,test,-0.8569026640188313,HOXA6,27150972,chr7,-
ENSG00000122592,protein_coding,valid,-0.3203766349526117,HOXA7,27156692,chr7,-
ENSG00000078399,protein_coding,train,-0.7933124755586693,HOXA9,27165545,chr7,-
ENSG00000120094,protein_coding,train,-1.4632121967076763,HOXB1,48531023,chr17,-
ENSG00000159184,protein_coding,train,-1.4514989074990443,HOXB13,48728735,chr17,-
ENSG00000173917,protein_coding,train,0.191435905413237,HOXB2,48544747,chr17,-
ENSG00000120093,protein_coding,train,-0.2481371543082402,HOXB3,48590257,chr17,-
ENSG00000182742,protein_coding,train,-0.457625053826146,HOXB4,48578429,chr17,-
ENSG00000120075,protein_coding,train,-1.0469340172416852,HOXB5,48593785,chr17,-
ENSG00000108511,protein_coding,train,-0.6926899894645554,HOXB6,48605000,chr17,-
ENSG00000120068,protein_coding,train,-1.4289058704029385,HOXB8,48613522,chr17,-
ENSG00000170689,protein_coding,train,-1.331513664915278,HOXB9,48626378,chr17,-
ENSG00000180818,protein_coding,train,-1.3846980873157793,HOXC10,53985182,chr12,+
ENSG00000123388,protein_coding,train,-1.4223325904808852,HOXC11,53973217,chr12,+
ENSG00000123407,protein_coding,train,-1.4632121967076763,HOXC12,53954909,chr12,+
ENSG00000123364,protein_coding,train,-1.4491905617733891,HOXC13,53938852,chr12,+
ENSG00000198353,protein_coding,train,-0.4747289429755134,HOXC4,54016900,chr12,+
ENSG00000037965,protein_coding,train,-1.1726740090085328,HOXC8,54009004,chr12,+
ENSG00000180806,protein_coding,train,-1.1012061817160368,HOXC9,54000178,chr12,+
ENSG00000128645,protein_coding,train,-1.253792042173956,HOXD1,176188674,chr2,+
ENSG00000128710,protein_coding,valid,-1.442332166007687,HOXD10,176108796,chr2,+
ENSG00000128713,protein_coding,train,-1.4632121967076763,HOXD11,176104532,chr2,+
ENSG00000170178,protein_coding,train,-1.4632121967076763,HOXD12,176099812,chr2,+
ENSG00000128714,protein_coding,train,-1.4632121967076763,HOXD13,176092729,chr2,+
ENSG00000128652,protein_coding,train,-1.2788467950712408,HOXD3,176136587,chr2,+
ENSG00000170166,protein_coding,valid,-1.116944823303624,HOXD4,176151622,chr2,+
ENSG00000175879,protein_coding,train,-0.9672346021300716,HOXD8,176129764,chr2,+
ENSG00000128709,protein_coding,valid,-1.2285460539557658,HOXD9,176122726,chr2,+
ENSG00000257017,protein_coding,train,-1.214299814798271,HP,72056187,chr16,+
ENSG00000127483,protein_coding,train,1.4001382452049898,HP1BP3,20787328,chr1,-
ENSG00000121905,protein_coding,train,-0.8200526599986394,HPCA,32886502,chr1,+
ENSG00000115756,protein_coding,valid,0.8007731406283789,HPCAL1,10302925,chr2,+
ENSG00000116983,protein_coding,train,-1.0449656986061635,HPCAL4,39691444,chr1,-
ENSG00000158104,protein_coding,train,-0.8833951602917164,HPD,121858864,chr12,-
ENSG00000186603,protein_coding,train,-0.1325369459855592,HPDL,45326907,chr1,+
ENSG00000164120,protein_coding,train,-0.728095870582916,HPGD,174522495,chr4,-
ENSG00000163106,protein_coding,train,-1.3573609044631378,HPGDS,94342855,chr4,-
ENSG00000105707,protein_coding,train,-0.9219470903930724,HPN,35041772,chr19,+
ENSG00000165704,protein_coding,train,1.127999939274298,HPRT1,134460292,chrX,+
ENSG00000107521,protein_coding,train,1.0211588743808468,HPS1,98446960,chr10,-
ENSG00000163755,protein_coding,train,0.5909762057982624,HPS3,149129708,chr3,+
ENSG00000100099,protein_coding,train,0.5532044935245832,HPS4,26483818,chr22,-
ENSG00000110756,protein_coding,test,0.479156014865949,HPS5,18322174,chr11,-
ENSG00000166189,protein_coding,test,0.6751681148505788,HPS6,102065431,chr10,+
ENSG00000173083,protein_coding,train,-0.3302865090118604,HPSE,83334856,chr4,-
ENSG00000172987,protein_coding,train,-1.255319786201572,HPSE2,99235717,chr10,-
ENSG00000110169,protein_coding,train,-0.8588888390512063,HPX,6440998,chr11,-
ENSG00000168453,protein_coding,train,-0.5244786566027085,HR,22131021,chr8,-
ENSG00000174775,protein_coding,train,1.018111137243192,HRAS,535592,chr11,-
ENSG00000130528,protein_coding,train,-0.6293474891714786,HRC,49155419,chr19,-
ENSG00000196196,protein_coding,train,-0.7011778441365629,HRCT1,35906228,chr9,+
ENSG00000113905,protein_coding,train,-1.4538185410237352,HRG,186666020,chr3,+
ENSG00000196639,protein_coding,train,-0.5793273501789147,HRH1,11154507,chr3,+
ENSG00000113749,protein_coding,train,-0.733158502526402,HRH2,175658103,chr5,+
ENSG00000101180,protein_coding,train,-1.4180004680382643,HRH3,62220284,chr20,-
ENSG00000134489,protein_coding,train,-1.38069499089652,HRH4,24460652,chr18,+
ENSG00000135116,protein_coding,train,-1.2788467950712408,HRK,116881447,chr12,-
ENSG00000197915,protein_coding,test,-1.458492116862817,HRNR,152224194,chr1,-
ENSG00000118960,protein_coding,test,0.3405247585119684,HS1BP3,20651118,chr2,-
ENSG00000153936,protein_coding,train,0.3634119001231692,HS2ST1,86914792,chr1,+
ENSG00000002587,protein_coding,train,-0.5977114946259378,HS3ST1,11428903,chr4,-
ENSG00000122254,protein_coding,train,-0.8911429274990701,HS3ST2,22814175,chr16,+
ENSG00000153976,protein_coding,train,-0.4313185821526287,HS3ST3A1,13601982,chr17,-
ENSG00000125430,protein_coding,train,0.0012310872049937,HS3ST3B1,14301099,chr17,+
ENSG00000182601,protein_coding,train,-1.4223325904808852,HS3ST4,25692029,chr16,+
ENSG00000249853,protein_coding,train,-1.351702418554478,HS3ST5,114343029,chr6,-
ENSG00000162040,protein_coding,train,-1.4289058704029385,HS3ST6,1918424,chr16,-
ENSG00000136720,protein_coding,train,0.923960756558393,HS6ST1,128318875,chr2,-
ENSG00000171004,protein_coding,train,-0.59352198107013,HS6ST2,132958441,chrX,-
ENSG00000185352,protein_coding,train,-1.3138772801113,HS6ST3,96091042,chr13,+
ENSG00000230989,protein_coding,train,1.7501361870929677,HSBP1,83808058,chr16,+
ENSG00000226742,protein_coding,train,0.9341246692939168,HSBP1L1,79964652,chr18,+
ENSG00000100209,protein_coding,train,0.6604869938601414,HSCB,28742084,chr22,+
ENSG00000117594,protein_coding,train,-1.2087189961865876,HSD11B1,209704858,chr1,+
ENSG00000167733,protein_coding,train,0.3398361610556504,HSD11B1L,5681060,chr19,+
ENSG00000176387,protein_coding,train,-0.3922936025665951,HSD11B2,67431132,chr16,+
ENSG00000108786,protein_coding,train,-0.1189585130765711,HSD17B1,42552925,chr17,+
ENSG00000072506,protein_coding,train,1.5440751939560864,HSD17B10,53434381,chrX,-
ENSG00000198189,protein_coding,train,1.024149577222585,HSD17B11,87391223,chr4,-
ENSG00000149084,protein_coding,train,0.9065963477283084,HSD17B12,43680749,chr11,+
ENSG00000170509,protein_coding,train,-0.9381333013364967,HSD17B13,87322893,chr4,-
ENSG00000087076,protein_coding,train,0.4474546080807056,HSD17B14,48836537,chr19,-
ENSG00000086696,protein_coding,train,-1.1067673721448044,HSD17B2,82035390,chr16,+
ENSG00000130948,protein_coding,train,-1.2059530168596595,HSD17B3,96302181,chr9,-
ENSG00000133835,protein_coding,train,1.2693367991020013,HSD17B4,119452560,chr5,+
ENSG00000025423,protein_coding,train,-0.5771244169138308,HSD17B6,56763330,chr12,+
ENSG00000132196,protein_coding,train,0.2754399137533643,HSD17B7,162797292,chr1,+
ENSG00000204228,protein_coding,train,0.7143384912199796,HSD17B8,33204667,chr6,+
ENSG00000203857,protein_coding,train,-1.4632121967076763,HSD3B1,119507220,chr1,+
ENSG00000203859,protein_coding,train,-1.4468933945211957,HSD3B2,119415155,chr1,+
ENSG00000099377,protein_coding,train,0.4419302838550172,HSD3B7,30985237,chr16,+
ENSG00000103160,protein_coding,train,0.8262358887452422,HSDL1,84145204,chr16,-
ENSG00000119471,protein_coding,train,1.0232844638287235,HSDL2,112380121,chr9,+
ENSG00000185122,protein_coding,train,1.168784163293349,HSF1,144291617,chr8,+
ENSG00000025156,protein_coding,train,0.7827207797620613,HSF2,122399686,chr6,+
ENSG00000160207,protein_coding,train,-0.5112246915029512,HSF2BP,43659519,chr21,-
ENSG00000102878,protein_coding,train,-0.0349648738246561,HSF4,67164768,chr16,+
ENSG00000176160,protein_coding,train,-1.403142211880852,HSF5,58488418,chr17,-
ENSG00000196684,protein_coding,train,-0.4536554565143159,HSH2D,16143741,chr19,+
ENSG00000080824,protein_coding,train,2.2834057370086023,HSP90AA1,102087052,chr14,-
ENSG00000096384,protein_coding,train,2.671298237764653,HSP90AB1,44247104,chr6,+
ENSG00000166598,protein_coding,valid,2.216677598731576,HSP90B1,103930418,chr12,+
ENSG00000165868,protein_coding,train,-0.052212052739921,HSPA12A,116742573,chr10,-
ENSG00000132622,protein_coding,train,-0.3557768580008668,HSPA12B,3732720,chr20,+
ENSG00000155304,protein_coding,train,0.963599398523148,HSPA13,14383157,chr21,-
ENSG00000187522,protein_coding,train,0.5767800277079356,HSPA14,14838346,chr10,+
ENSG00000204389,protein_coding,train,1.5715659354744036,HSPA1A,31815551,chr6,+
ENSG00000204390,protein_coding,train,-0.2809172083037101,HSPA1L,31815288,chr6,-
ENSG00000126803,protein_coding,train,0.7050536177534767,HSPA2,64540748,chr14,+
ENSG00000170606,protein_coding,train,1.3608359045102585,HSPA4,133052096,chr5,+
ENSG00000164070,protein_coding,train,0.1595099129307708,HSPA4L,127782341,chr4,+
ENSG00000044574,protein_coding,train,2.157076696346204,HSPA5,125241352,chr9,-
ENSG00000173110,protein_coding,train,-0.7962102494481011,HSPA6,161524542,chr1,+
ENSG00000109971,protein_coding,train,2.3619768943909696,HSPA8,123062144,chr11,-
ENSG00000113013,protein_coding,train,1.66830334289105,HSPA9,138575422,chr5,-
ENSG00000106211,protein_coding,train,2.008468616797638,HSPB1,76302688,chr7,+
ENSG00000081870,protein_coding,train,0.64044006905395,HSPB11,53945720,chr1,-
ENSG00000169271,protein_coding,train,-1.0629816908340468,HSPB3,54455708,chr5,+
ENSG00000004776,protein_coding,train,0.1568667760106611,HSPB6,35757036,chr19,-
ENSG00000173641,protein_coding,train,-0.7869990064218783,HSPB7,16018052,chr1,-
ENSG00000152137,protein_coding,train,0.32409981858294,HSPB8,119178938,chr12,+
ENSG00000169087,protein_coding,train,0.0981897719829507,HSPBAP1,122793843,chr3,-
ENSG00000133265,protein_coding,train,1.2575831672822069,HSPBP1,55280140,chr19,-
ENSG00000144381,protein_coding,train,1.768191953517526,HSPD1,197499852,chr2,-
ENSG00000115541,protein_coding,train,1.5007085010398904,HSPE1,197500392,chr2,+
ENSG00000142798,protein_coding,train,1.1143505084941585,HSPG2,21937318,chr1,-
ENSG00000120694,protein_coding,train,1.2692919737666923,HSPH1,31161916,chr13,-
ENSG00000109854,protein_coding,train,0.7588757912647948,HTATIP2,20363774,chr11,+
ENSG00000102241,protein_coding,train,1.2136188089466684,HTATSF1,136497257,chrX,+
ENSG00000126550,protein_coding,train,-1.4632121967076763,HTN1,70050450,chr4,+
ENSG00000205649,protein_coding,train,-1.4632121967076763,HTN3,70028471,chr4,+
ENSG00000178394,protein_coding,train,-1.4632121967076763,HTR1A,63961178,chr5,-
ENSG00000135312,protein_coding,train,-0.8939919697603452,HTR1B,77463481,chr6,-
ENSG00000179546,protein_coding,train,-1.0228982727666611,HTR1D,23194353,chr1,-
ENSG00000168830,protein_coding,train,-1.4632121967076763,HTR1E,86937557,chr6,+
ENSG00000102468,protein_coding,train,-1.3611710784461104,HTR2A,46897079,chr13,-
ENSG00000135914,protein_coding,train,-0.9484373546531092,HTR2B,231125049,chr2,-
ENSG00000147246,protein_coding,train,-1.4632121967076763,HTR2C,114584093,chrX,+
ENSG00000166736,protein_coding,train,-1.2583901147880627,HTR3A,113975209,chr11,+
ENSG00000149305,protein_coding,train,-1.4632121967076763,HTR3B,113909005,chr11,+
ENSG00000178084,protein_coding,train,-1.4632121967076763,HTR3C,184053016,chr3,+
ENSG00000186038,protein_coding,train,-1.4632121967076763,HTR3E,184100559,chr3,+
ENSG00000164270,protein_coding,train,-1.442332166007687,HTR4,148654150,chr5,-
ENSG00000157219,protein_coding,train,-1.4632121967076763,HTR5A,155071426,chr7,+
ENSG00000158748,protein_coding,train,-1.3611710784461104,HTR6,19664904,chr1,+
ENSG00000148680,protein_coding,train,-0.6575692107582572,HTR7,90858044,chr10,-
ENSG00000166033,protein_coding,train,1.2332127749301085,HTRA1,122461624,chr10,+
ENSG00000115317,protein_coding,train,0.8529958256228622,HTRA2,74530016,chr2,+
ENSG00000170801,protein_coding,train,-0.1077964896017426,HTRA3,8269762,chr4,+
ENSG00000169495,protein_coding,train,-1.2869557807471126,HTRA4,38974239,chr8,+
ENSG00000197386,protein_coding,train,0.7292883515426525,HTT,3074704,chr4,+
ENSG00000142149,protein_coding,train,-0.6734563774608298,HUNK,31873039,chr21,+
ENSG00000136273,protein_coding,train,0.5742966935860315,HUS1,47979590,chr7,-
ENSG00000188996,protein_coding,train,-0.8458021025952097,HUS1B,656996,chr6,-
ENSG00000086758,protein_coding,train,1.2955949664844577,HUWE1,53684053,chrX,-
ENSG00000122986,protein_coding,train,-0.0363686650653162,HVCN1,110689144,chr12,-
ENSG00000114378,protein_coding,train,-0.1883551868029154,HYAL1,50303581,chr3,-
