gene_name,gene_id,gene_type,TSS,genomic_strand,chromosome_name,fpkm_median,tpm_median,fpkm_uq_median
CTSO,ENSG00000256043,protein_coding,156875003,-,chr4,3.239902071853869,4.757786008556892,3.435041796526954
CTSS,ENSG00000163131,protein_coding,150738211,-,chr1,3.8839335617976025,5.361522743539625,4.085900490369472
CTSW,ENSG00000172543,protein_coding,65647297,+,chr11,1.0270832600200703,2.488000770834069,1.1920047399324956
CTSZ,ENSG00000101160,protein_coding,57582296,-,chr20,6.21181433324168,7.704619553721965,6.390848217478962
CTTN,ENSG00000085733,protein_coding,70244624,+,chr11,4.610765015017098,6.044638919564751,4.788685710613534
CTTNBP2,ENSG00000077063,protein_coding,117513474,-,chr7,1.3045110418099528,2.8161900827272515,1.4342946179599254
CTTNBP2NL,ENSG00000143079,protein_coding,112938820,+,chr1,2.7698351995123947,4.255281668579264,2.9241759149965545
CTU1,ENSG00000142544,protein_coding,51611623,-,chr19,3.078626911951365,4.581556126652994,3.248003442763405
CTU2,ENSG00000174177,protein_coding,88772866,+,chr16,1.6917574750412911,3.196323764640907,1.858458497903629
CTXN1,ENSG00000178531,protein_coding,7990991,-,chr19,6.914624315650149,8.340394027872769,7.090378168732017
CTXN2,ENSG00000233932,protein_coding,48483855,+,chr15,-6.356975041986563,-5.339345147964772,-6.28771237954945
CTXN3,ENSG00000205279,protein_coding,126984755,+,chr5,-7.643856189774724,-7.643856189774724,-7.643856189774724
CUBN,ENSG00000107611,protein_coding,17171785,-,chr10,-3.077041035763828,-1.6670343374140395,-2.857259827883918
CUEDC1,ENSG00000180891,protein_coding,56032757,-,chr17,3.424653404898451,4.902671763592374,3.598329471021099
CUEDC2,ENSG00000107874,protein_coding,104192322,-,chr10,5.478560934266743,6.95797146049262,5.655858400424569
CUL1,ENSG00000055130,protein_coding,148395959,+,chr7,4.051302488700632,5.5196519769541545,4.2143191208007655
CUL2,ENSG00000108094,protein_coding,35379241,-,chr10,3.016531976772433,4.482686970937601,3.1994367835588573
CUL3,ENSG00000036257,protein_coding,225450013,-,chr2,2.3535491357220444,3.842335256327958,2.515081633220792
CUL4A,ENSG00000139842,protein_coding,113863911,+,chr13,3.174725987706134,4.637876829226495,3.339550746211416
CUL4B,ENSG00000158290,protein_coding,119694802,-,chrX,3.040892430646901,4.541880299039905,3.25270327313538
CUL5,ENSG00000166266,protein_coding,107879607,+,chr11,2.0114240748089007,3.4757334309663976,2.2181921924581145
CUL7,ENSG00000044090,protein_coding,43021528,-,chr6,3.5579614268931965,5.043375129446858,3.7185917813466607
CUL9,ENSG00000112659,protein_coding,43149903,+,chr6,1.483622330323494,2.972196355067656,1.6445946606032555
CUTA,ENSG00000112514,protein_coding,33385655,-,chr6,6.965732346705727,8.415955093951071,7.125583948991854
CUTC,ENSG00000119929,protein_coding,101491968,+,chr10,2.18520053235457,3.6433251802879374,2.358846330605098
CUX1,ENSG00000257923,protein_coding,101459263,+,chr7,2.967777289039158,4.455333796677222,3.1913099674457293
CUX2,ENSG00000111249,protein_coding,111471526,+,chr12,-5.054092702789747,-3.756330919033137,-4.961282892427146
CUZD1,ENSG00000138161,protein_coding,124605366,-,chr10,-6.23242994404826,-5.1127866970487705,-6.107803289534515
CWC22,ENSG00000163510,protein_coding,180871814,-,chr2,2.9021314789532013,4.39858979625925,3.0447438212243982
CWC27,ENSG00000153015,protein_coding,64064748,+,chr5,2.09629559202406,3.544979883255804,2.3138262963903977
CWF19L1,ENSG00000095485,protein_coding,102027369,-,chr10,2.5630848952932266,4.040322602589253,2.7579619733129186
CWF19L2,ENSG00000152404,protein_coding,107328527,-,chr11,2.383718114635775,3.889726624724705,2.5400520746673805
CWH43,ENSG00000109182,protein_coding,48988285,+,chr4,-4.583808806104786,-3.1989241408325424,-4.420433639839788
CX3CL1,ENSG00000006210,protein_coding,57406393,+,chr16,2.2376554898924588,3.629857833100234,2.436987980155297
CX3CR1,ENSG00000168329,protein_coding,39321512,-,chr3,0.7494913616025247,2.2310944292229204,0.9611046797290528
CXADR,ENSG00000154639,protein_coding,18885318,+,chr21,3.656690852414212,5.099055296359661,3.8552821250103255
CXCL1,ENSG00000163739,protein_coding,74735102,+,chr4,2.258217389536018,3.6997848079201257,2.451356198437922
CXCL10,ENSG00000169245,protein_coding,76944621,-,chr4,5.224001674198106,6.649297858764449,5.377557603233406
CXCL11,ENSG00000169248,protein_coding,76957214,-,chr4,2.2630945168748595,3.773690458214883,2.466287776009765
CXCL12,ENSG00000107562,protein_coding,44880536,-,chr10,2.7673581784578745,4.231163567778838,2.9397155440236498
CXCL13,ENSG00000156234,protein_coding,78526960,+,chr4,0.747602230274943,2.268823611212969,0.9484513376698228
CXCL14,ENSG00000145824,protein_coding,134914673,-,chr5,2.6212899925389213,4.033193914213621,2.9037324482849303
CXCL16,ENSG00000161921,protein_coding,4643161,-,chr17,5.744672408044203,7.237877247100379,5.983604737351929
CXCL17,ENSG00000189377,protein_coding,42947091,-,chr19,4.090319941052477,5.598835624443876,4.35488936012998
CXCL2,ENSG00000081041,protein_coding,74964904,-,chr4,1.2983063958064855,2.8130731351263374,1.501413666875781
CXCL3,ENSG00000163734,protein_coding,74904398,-,chr4,-0.4420263235723851,1.0486547018403465,-0.2878885005337233
CXCL5,ENSG00000163735,protein_coding,74864386,-,chr4,-1.518701058452435,-0.0039005447185556,-1.320486120713456
CXCL6,ENSG00000124875,protein_coding,74702384,+,chr4,-1.140189435198705,0.2752454897846682,-0.8706510327891588
CXCL9,ENSG00000138755,protein_coding,76928654,-,chr4,2.4023947505006147,3.811368270813216,2.6533352267911314
CXCR1,ENSG00000163464,protein_coding,219031676,-,chr2,-4.445362036135642,-3.229720656790274,-4.23242994404826
CXCR2,ENSG00000180871,protein_coding,218990761,+,chr2,-3.157141816744023,-1.7164337610348537,-2.953439094242259
CXCR3,ENSG00000186810,protein_coding,70838306,-,chrX,0.2576141300495406,1.7365182893677042,0.475188670225608
CXCR4,ENSG00000121966,protein_coding,136875712,-,chr2,5.521437121327026,7.02903649377527,5.724380150362935
CXCR5,ENSG00000160683,protein_coding,118754592,+,chr11,-6.587272661408358,-5.573466861883326,-6.519528054772524
CXCR6,ENSG00000172215,protein_coding,45984947,+,chr3,-0.99136969485656,0.4604804700400108,-0.8331560355875091
CXXC1,ENSG00000154832,protein_coding,47814032,-,chr18,3.4363084472146723,4.922626025463204,3.665256318021545
CXXC4,ENSG00000168772,protein_coding,105416039,-,chr4,-2.5022599113909068,-1.1253210507925444,-2.3040061868901
CXXC5,ENSG00000171604,protein_coding,139027923,+,chr5,5.749499406587237,7.234416054643031,5.920007401004559
CXorf38,ENSG00000185753,protein_coding,40506766,-,chrX,2.2037962823202712,3.683067594138005,2.414027259124902
CXorf58,ENSG00000165182,protein_coding,23926178,+,chrX,-4.0904956864393975,-2.6887294085133586,-3.908334012478187
CXorf65,ENSG00000204165,protein_coding,70326578,-,chrX,-7.643856189774724,-7.643856189774724,-7.643856189774724
CXorf66,ENSG00000203933,protein_coding,139047669,-,chrX,-7.643856189774724,-7.643856189774724,-7.643856189774724
CYB561,ENSG00000008283,protein_coding,61523622,-,chr17,3.963585096248384,5.43235815907366,4.12730310578213
CYB561D1,ENSG00000174151,protein_coding,110036699,+,chr1,1.2987169605124262,2.754972992669902,1.4774182926349249
CYB561D2,ENSG00000114395,protein_coding,50388264,+,chr3,2.503882967738278,4.002675520219979,2.694902473631632
CYB5A,ENSG00000166347,protein_coding,71959159,-,chr18,2.0650552474792927,3.572004382250541,2.272291989181235
CYB5B,ENSG00000103018,protein_coding,69458537,+,chr16,3.170501964073833,4.603317745845874,3.334997244906884
CYB5D1,ENSG00000182224,protein_coding,7761306,+,chr17,-5.392894616241506,-4.058893689053568,-5.205563338195578
CYB5D2,ENSG00000167740,protein_coding,4046964,+,chr17,2.781527580999136,4.236385464637759,2.963307649557998
CYB5R1,ENSG00000159348,protein_coding,202936357,-,chr1,3.4018215755253105,4.904190230252802,3.615098436154952
CYB5R2,ENSG00000166394,protein_coding,7694684,-,chr11,0.9961717835115194,2.4788682895675263,1.17817283175825
CYB5R3,ENSG00000100243,protein_coding,43045336,-,chr22,5.040221763419459,6.464303953578654,5.21091481607392
CYB5R4,ENSG00000065615,protein_coding,84569359,+,chr6,0.1130336652998914,1.5652559576245932,0.282736320276342
CYB5RL,ENSG00000215883,protein_coding,54665664,-,chr1,-0.0210722236186012,1.4848083967653063,0.1686420355588389
CYBA,ENSG00000051523,protein_coding,88717442,-,chr16,6.463146689215819,7.972195780548662,6.622942061059673
CYBB,ENSG00000165168,protein_coding,37639302,+,chrX,3.1310296811713654,4.608726462716353,3.350610395199237
CYBRD1,ENSG00000071967,protein_coding,172378976,+,chr2,4.357805333699459,5.8791862241229085,4.562132500411283
CYC1,ENSG00000179091,protein_coding,145149957,+,chr8,7.125891792473295,8.536839327764566,7.269906505733348
CYCS,ENSG00000172115,protein_coding,25164871,-,chr7,4.874516660492076,6.342830273349224,5.060920693630528
CYFIP2,ENSG00000055163,protein_coding,156693092,+,chr5,2.1748537955588825,3.653404021010551,2.3588182054276285
CYGB,ENSG00000161544,protein_coding,74533781,-,chr17,0.7794698572951696,2.234623941363856,0.948974554279771
CYHR1,ENSG00000187954,protein_coding,145688231,-,chr8,3.1286563390101487,4.609879041845776,3.2998454113726967
CYLC1,ENSG00000183035,protein_coding,83116142,+,chrX,-7.643856189774724,-7.643856189774724,-7.643856189774724
CYLC2,ENSG00000155833,protein_coding,105757590,+,chr9,-7.643856189774724,-7.643856189774724,-7.643856189774724
CYLD,ENSG00000083799,protein_coding,50775971,+,chr16,0.7550584781106808,2.1544859978649207,0.9500204185847106
CYP11A1,ENSG00000140459,protein_coding,74659978,-,chr15,-0.5807847399320462,1.0356239097307214,-0.3203059752376783
CYP11B1,ENSG00000160882,protein_coding,143957434,-,chr8,-7.643856189774724,-7.643856189774724,-7.643856189774724
CYP17A1,ENSG00000148795,protein_coding,104597163,-,chr10,-2.6831591504704124,-1.213570916796944,-2.436744228567011
CYP19A1,ENSG00000137869,protein_coding,51630785,-,chr15,-4.622376462364273,-3.2283679187250245,-4.461163892258535
CYP1A1,ENSG00000140465,protein_coding,75017862,-,chr15,-4.380821783940931,-3.0746081599075423,-4.259806382979565
CYP1A2,ENSG00000140505,protein_coding,75041184,+,chr15,-3.629500896797656,-2.297608415691949,-3.488430758027528
CYP1B1,ENSG00000138061,protein_coding,38303286,-,chr2,1.4942619878398888,2.907736728524446,1.7071713624213851
CYP20A1,ENSG00000119004,protein_coding,204103733,+,chr2,1.6967950877991391,3.206393168511604,1.906351888895076
CYP21A2,ENSG00000231852,protein_coding,32006191,+,chr6,-2.4548223653847074,-1.039784866105864,-2.2799842649171955
CYP24A1,ENSG00000019186,protein_coding,52790516,-,chr20,-3.4611638922585346,-2.043943347587597,-3.2639580262500325
CYP26A1,ENSG00000095596,protein_coding,94833642,+,chr10,-3.851000837412236,-2.486812479629145,-3.695255342281369
CYP26B1,ENSG00000003137,protein_coding,72371182,-,chr2,-1.1723435417292256,0.2505978230482337,-1.0329789903027755
CYP26C1,ENSG00000187553,protein_coding,94822580,+,chr10,-3.4707287562940685,-1.989076972815208,-3.3032939207483114
CYP27A1,ENSG00000135929,protein_coding,219646861,+,chr2,2.6100385571753333,4.082004232222694,2.801469102253679
CYP27B1,ENSG00000111012,protein_coding,58160844,-,chr12,-1.5610684580654552,-0.139235797371172,-1.4430066151375118
CYP27C1,ENSG00000186684,protein_coding,127977869,-,chr2,-4.03268380973072,-2.5278241963276145,-3.844768883700721
CYP2A13,ENSG00000197838,protein_coding,41594355,+,chr19,-5.41119543298445,-4.130365444186607,-5.259806382979566
CYP2A6,ENSG00000255974,protein_coding,41356347,-,chr19,-3.654717182406492,-2.286304185156641,-3.437525541903675
CYP2A7,ENSG00000198077,protein_coding,41388131,-,chr19,-5.803896602285193,-4.601211852366231,-5.6152870375779536
CYP2B6,ENSG00000197408,protein_coding,41497178,+,chr19,-6.861447624847353,-6.088040034713085,-6.795859283219775
CYP2C18,ENSG00000108242,protein_coding,96443542,+,chr10,-6.67300253543424,-5.717856771218502,-6.687799537362322
CYP2C19,ENSG00000165841,protein_coding,96522430,+,chr10,-7.643856189774724,-7.643856189774724,-7.643856189774724
CYP2C8,ENSG00000138115,protein_coding,96829246,-,chr10,-1.901310955908672,-0.437525541903675,-1.7121731327149188
CYP2C9,ENSG00000138109,protein_coding,96698406,+,chr10,-6.9839316313723465,-6.276485124126196,-6.930160374931366
CYP2D6,ENSG00000100197,protein_coding,42526802,-,chr22,-0.4767391595472852,0.9138755390883904,-0.2896508939130298
CYP2E1,ENSG00000130649,protein_coding,135340859,+,chr10,-2.420433639839788,-1.030619235058392,-2.1857367086002184
CYP2F1,ENSG00000197446,protein_coding,41620335,+,chr19,-4.039784866105864,-2.691522623405039,-3.865647613376637
CYP2J2,ENSG00000134716,protein_coding,60392397,-,chr1,0.4463621118785945,1.9419701664827125,0.6050201530624095
CYP2R1,ENSG00000186104,protein_coding,14913190,-,chr11,1.1027924855304303,2.5888525281545283,1.2965455081951174
CYP2S1,ENSG00000167600,protein_coding,41699135,+,chr19,3.5171622891423944,4.942964837401389,3.66672251207187
CYP2U1,ENSG00000155016,protein_coding,108852697,+,chr4,0.6287269430313264,2.1165311095361186,0.777451278234363
CYP2W1,ENSG00000073067,protein_coding,1022811,+,chr7,-2.553002759323612,-1.1440103026915194,-2.366615291442657
CYP39A1,ENSG00000146233,protein_coding,46620445,-,chr6,0.6073895000243984,2.0312893194668304,0.7864290832030559
CYP3A4,ENSG00000160868,protein_coding,99381798,-,chr7,-5.102837036641166,-3.770042991415637,-4.930160374931366
CYP3A43,ENSG00000021461,protein_coding,99425633,+,chr7,-5.380821783940931,-4.085588555718989,-5.173970213500261
CYP3A5,ENSG00000106258,protein_coding,99277610,-,chr7,-0.9930916306578226,0.5148039855717733,-0.8820390472675833
CYP3A7,ENSG00000160870,protein_coding,99332815,-,chr7,-5.89539495677069,-4.710283551513701,-5.803896602285193
CYP46A1,ENSG00000036530,protein_coding,100150622,+,chr14,-2.972562817293149,-1.6126374591640045,-2.8089427600736863
CYP4A11,ENSG00000187048,protein_coding,47407140,-,chr1,-3.3614163847683383,-1.9567955014348324,-3.176576709314743
CYP4A22,ENSG00000162365,protein_coding,47603109,+,chr1,-4.042159673293767,-2.589007712779105,-3.857259827883918
CYP4B1,ENSG00000142973,protein_coding,47264711,+,chr1,3.044306680645685,4.541613956292218,3.19304627171222
CYP4F11,ENSG00000171903,protein_coding,16045665,-,chr19,1.0441142968214003,2.514198023347581,1.1480880826453357
CYP4F12,ENSG00000186204,protein_coding,15783879,+,chr19,-3.4004917640810643,-1.978236025708344,-3.23242994404826
CYP4F2,ENSG00000186115,protein_coding,16008880,-,chr19,-5.811978948583052,-4.651087759005801,-5.65835575946984
CYP4F22,ENSG00000171954,protein_coding,15619328,+,chr19,-4.273691909234515,-2.905088352974533,-4.137965260044767
CYP4F3,ENSG00000186529,protein_coding,15752088,+,chr19,-0.7204692742700103,0.7668071513029212,-0.5075827599241425
CYP4F8,ENSG00000186526,protein_coding,15726022,+,chr19,-6.717856771218502,-5.733123527871812,-6.6152870375779536
CYP4V2,ENSG00000145476,protein_coding,187112703,+,chr4,0.6388616000825602,2.0889895925678514,0.8451086272301235
CYP4X1,ENSG00000186377,protein_coding,47489331,+,chr1,2.455228571117139,3.97328063915312,2.6415229087894296
CYP4Z1,ENSG00000186160,protein_coding,47532884,+,chr1,-1.4908615842822894,-0.0142081455872887,-1.248793390257147
CYP51A1,ENSG00000001630,protein_coding,91763731,-,chr7,-1.4223657347326697,0.0330881693321874,-1.3190455863542412
CYP7A1,ENSG00000167910,protein_coding,59412717,-,chr8,-6.127841042771061,-5.0303245368567975,-6.002310160687201
CYP7B1,ENSG00000172817,protein_coding,65711281,-,chr8,-0.357714316940423,1.0771746231396142,-0.1351106355302503
CYP8B1,ENSG00000180432,protein_coding,42917329,-,chr3,-4.0,-2.705570397890672,-3.838563734174013
CYS1,ENSG00000205795,protein_coding,10220314,-,chr2,0.0961268893050061,1.4771073893133662,0.2811937749526338
CYSLTR1,ENSG00000173198,protein_coding,77583054,-,chrX,-2.0855885557189886,-0.6212664407346197,-1.9428616956064584
CYSLTR2,ENSG00000152207,protein_coding,49228057,+,chr13,-3.1700692781603577,-1.766602735898117,-3.010424979419093
CYTH1,ENSG00000108669,protein_coding,76778339,-,chr17,2.044953601663546,3.540461302366453,2.294870671861423
CYTH2,ENSG00000105443,protein_coding,48972612,+,chr19,2.524815928357506,4.01288149167103,2.7326599443350275
CYTH3,ENSG00000008256,protein_coding,6312206,-,chr7,2.466392198059672,3.895855160788692,2.6598560744174184
CYTH4,ENSG00000100055,protein_coding,37678505,+,chr22,0.8145094080943973,2.185486004128078,1.085628604377451
CYTIP,ENSG00000115165,protein_coding,158300556,-,chr2,0.2283569542010484,1.7385516865202324,0.4597463541308675
CYTL1,ENSG00000170891,protein_coding,5021176,-,chr4,0.2997135600642417,1.832403971865564,0.5047729159750535
CYYR1,ENSG00000166265,protein_coding,27945562,-,chr21,1.5375445719645746,3.0009014027415324,1.7882680828668371
D2HGDH,ENSG00000180902,protein_coding,242674037,+,chr2,2.025631268570684,3.51188545465054,2.2329063010068304
DAAM1,ENSG00000100592,protein_coding,59655369,+,chr14,1.2920160344066964,2.7882680828668374,1.4428108281360144
DAAM2,ENSG00000146122,protein_coding,39760129,+,chr6,0.4902620487905715,1.9323257923900927,0.687239893984603
DAB1,ENSG00000173406,protein_coding,59012365,-,chr1,-3.7524370029286462,-2.363642193964105,-3.55131044823116
DAB2,ENSG00000153071,protein_coding,39425068,-,chr5,2.3022313020031184,3.741866031892823,2.4711354235588714
DAB2IP,ENSG00000136848,protein_coding,124413891,+,chr9,3.2507948659454127,4.747462594009444,3.4120498324785213
DACH2,ENSG00000126733,protein_coding,85969626,+,chrX,-5.34519787421021,-4.03268380973072,-5.173970213500261
DACT1,ENSG00000165617,protein_coding,59104664,+,chr14,-0.1923153567568928,1.2284185275793846,-0.0075215873325427
DACT2,ENSG00000164488,protein_coding,168720382,-,chr6,0.6747318093546645,2.2007240492164835,0.86504778922595
DACT3,ENSG00000197380,protein_coding,47164386,-,chr19,-0.5687514675652391,0.8061177960356293,-0.3692217872571382
DAD1,ENSG00000129562,protein_coding,23058063,-,chr14,7.752009930844928,9.234428749045785,7.918102342908705
DAG1,ENSG00000173402,protein_coding,49507674,+,chr3,5.497379242007856,6.986465547279869,5.689916926709818
DAGLA,ENSG00000134780,protein_coding,61447845,+,chr11,0.6657565826793983,2.137011612041735,0.8238308662002685
DAGLB,ENSG00000164535,protein_coding,6523755,-,chr7,1.9351957010215468,3.4208596336401143,2.1197213700655184
DALRD3,ENSG00000178149,protein_coding,49055991,-,chr3,3.4988252777355067,4.999950406505577,3.685144036460912
DAND5,ENSG00000179284,protein_coding,13080654,+,chr19,-2.514573172829758,-1.0597956553479613,-2.352547329945754
DAO,ENSG00000110887,protein_coding,109273861,+,chr12,-6.795859283219775,-5.878321443411747,-6.67300253543424
