gene,gene_name,gene_id,gene_type,TSS,genomic_strand,chromosome_name,fpkm_median,tpm_median,fpkm_uq_median
ENSG00000138757,G3BP2,ENSG00000138757.15,protein_coding,76598544,-,chr4,2.8917691243316037,4.358114897735208,3.0237698750069453
ENSG00000152254,G6PC2,ENSG00000152254.11,protein_coding,169757800,+,chr2,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000160211,G6PD,ENSG00000160211.19,protein_coding,153775052,-,chrX,4.215305839296177,5.652366026286766,4.363430430465307
ENSG00000171298,GAA,ENSG00000171298.13,protein_coding,78075361,+,chr17,4.527927338122546,5.974302152729189,4.700889103137879
ENSG00000109458,GAB1,ENSG00000109458.8,protein_coding,144258021,+,chr4,0.501413666875781,1.984552895194584,0.6585542606508978
ENSG00000033327,GAB2,ENSG00000033327.13,protein_coding,78128811,-,chr11,3.9532186696692766,5.408351821582116,4.1803308922767375
ENSG00000160219,GAB3,ENSG00000160219.12,protein_coding,153979315,-,chrX,-1.130681305171095,0.3084773765949609,-0.942307132831654
ENSG00000215568,GAB4,ENSG00000215568.9,protein_coding,17488882,-,chr22,-6.392894616241506,-5.356975041986564,-6.23242994404826
ENSG00000170296,GABARAP,ENSG00000170296.10,protein_coding,7145647,-,chr17,-1.785377799351452,-0.3450146166626924,-1.6038405109268457
ENSG00000139112,GABARAPL1,ENSG00000139112.11,protein_coding,10365466,+,chr12,2.8504194007225414,4.305065817837128,3.01948842959136
ENSG00000034713,GABARAPL2,ENSG00000034713.8,protein_coding,75600247,+,chr16,4.391657754252915,5.858851324389648,4.580893176029546
ENSG00000204681,GABBR1,ENSG00000204681.11,protein_coding,29595779,-,chr6,0.9414068411091449,2.4539126036438925,1.2095157510926635
ENSG00000136928,GABBR2,ENSG00000136928.7,protein_coding,101471138,-,chr9,-3.04930764022437,-1.6012118523662309,-2.893249684939132
ENSG00000154727,GABPA,ENSG00000154727.11,protein_coding,27107259,+,chr21,2.4292678008850928,3.842908454703949,2.60293190406964
ENSG00000104064,GABPB1,ENSG00000104064.18,protein_coding,50647274,-,chr15,1.9986648895033323,3.4615809439626664,2.167422160281918
ENSG00000143458,GABPB2,ENSG00000143458.12,protein_coding,151043216,+,chr1,1.018918982163051,2.5105822127240915,1.214435697508105
ENSG00000022355,GABRA1,ENSG00000022355.18,protein_coding,161275148,+,chr5,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000151834,GABRA2,ENSG00000151834.16,protein_coding,46391956,-,chr4,-7.356975041986563,-6.965784284662088,-7.333516069162574
ENSG00000011677,GABRA3,ENSG00000011677.13,protein_coding,151619746,-,chrX,-3.367359524134368,-1.7690592238760594,-3.069754681685336
ENSG00000109158,GABRA4,ENSG00000109158.11,protein_coding,46995484,-,chr4,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000186297,GABRA5,ENSG00000186297.12,protein_coding,27112194,+,chr15,-4.625934281777463,-3.270904091862896,-4.439089439120111
ENSG00000145863,GABRA6,ENSG00000145863.11,protein_coding,161112715,+,chr5,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000163288,GABRB1,ENSG00000163288.14,protein_coding,47033568,+,chr4,-6.764150423492437,-5.904008087075397,-6.717856771218502
ENSG00000145864,GABRB2,ENSG00000145864.14,protein_coding,160973714,-,chr5,-4.155855418940656,-2.798868033092113,-3.947862376664825
ENSG00000166206,GABRB3,ENSG00000166206.15,protein_coding,27018175,-,chr15,-4.643856189774724,-3.290532898611828,-4.432843996289213
ENSG00000187730,GABRD,ENSG00000187730.9,protein_coding,1950763,+,chr1,-2.698061233034664,-1.221623189091677,-2.480357457491845
ENSG00000102287,GABRE,ENSG00000102287.19,protein_coding,151143140,-,chrX,1.2018847428398574,2.631150857725145,1.4184598375809911
ENSG00000163285,GABRG1,ENSG00000163285.8,protein_coding,46126009,-,chr4,-5.947862376664825,-4.886832943267265,-5.828280760912151
ENSG00000113327,GABRG2,ENSG00000113327.17,protein_coding,161495038,+,chr5,-7.28771237954945,-6.844768883700722,-7.243318260190997
ENSG00000182256,GABRG3,ENSG00000182256.13,protein_coding,27216297,+,chr15,-3.364384894130257,-1.9428616956064584,-3.221623189091677
ENSG00000094755,GABRP,ENSG00000094755.17,protein_coding,170210721,+,chr5,0.2553194407057884,1.7176490081733151,0.4790235599805144
ENSG00000146276,GABRR1,ENSG00000146276.12,protein_coding,89927058,-,chr6,-4.895394956770689,-3.532824877385981,-4.736965594166207
ENSG00000111886,GABRR2,ENSG00000111886.11,protein_coding,90025011,-,chr6,-3.020925838854548,-1.5700359564830533,-2.847881495568057
ENSG00000128683,GAD1,ENSG00000128683.14,protein_coding,171673383,+,chr2,-3.608232280044004,-2.202903991745088,-3.3703403000726087
ENSG00000136750,GAD2,ENSG00000136750.13,protein_coding,26505695,+,chr10,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000116717,GADD45A,ENSG00000116717.13,protein_coding,68150874,+,chr1,4.171374982559484,5.636305597425225,4.382750243361301
ENSG00000099860,GADD45B,ENSG00000099860.9,protein_coding,2476116,+,chr19,3.677891556960532,5.1337032512883205,3.890456420867208
ENSG00000130222,GADD45G,ENSG00000130222.11,protein_coding,92219919,+,chr9,2.20861089772565,3.650293538789525,2.3800644588439805
ENSG00000179271,GADD45GIP1,ENSG00000179271.3,protein_coding,13068012,-,chr19,5.344498314928409,6.837926847536048,5.5093823161890185
ENSG00000178950,GAK,ENSG00000178950.17,protein_coding,926069,-,chr4,2.7154321614332613,4.128194402070596,2.86479034016204
ENSG00000069482,GAL,ENSG00000069482.7,protein_coding,68452002,+,chr11,-0.0291463456595165,1.391272808271625,0.2215677885384093
ENSG00000128242,GAL3ST1,ENSG00000128242.13,protein_coding,30960879,-,chr22,-0.367545642310578,1.113567157047078,-0.2375236119530148
ENSG00000154252,GAL3ST2,ENSG00000154252.12,protein_coding,242716231,+,chr2,1.4494821397578397,2.8622728411865626,1.6187554895704592
ENSG00000175229,GAL3ST3,ENSG00000175229.7,protein_coding,65816591,-,chr11,0.028427704572667,1.568518597792543,0.2097652659741032
ENSG00000197093,GAL3ST4,ENSG00000197093.11,protein_coding,99766191,-,chr7,2.171687218689873,3.707701472675702,2.356707252935381
ENSG00000054983,GALC,ENSG00000054983.17,protein_coding,88459503,-,chr14,2.062363522706937,3.4989656543412035,2.251537324300202
ENSG00000117308,GALE,ENSG00000117308.15,protein_coding,24127235,-,chr1,3.1048566073445607,4.543403082732693,3.2561803769814173
ENSG00000156958,GALK2,ENSG00000156958.15,protein_coding,49447947,+,chr15,-0.1808223344572318,1.325040955495201,-0.030619235058392
ENSG00000143891,GALM,ENSG00000143891.17,protein_coding,38893208,+,chr2,3.514589403057674,4.998768675481663,3.7115389577345295
ENSG00000141012,GALNS,ENSG00000141012.13,protein_coding,88923332,-,chr16,1.7436011351074248,3.2044694184362843,1.8870572937549823
ENSG00000164574,GALNT10,ENSG00000164574.16,protein_coding,153570285,+,chr5,1.5616438487872883,3.0450584804452645,1.7903133046650035
ENSG00000178234,GALNT11,ENSG00000178234.13,protein_coding,151722712,+,chr7,2.07289469262091,3.558169654834612,2.2371659740219108
ENSG00000119514,GALNT12,ENSG00000119514.7,protein_coding,101569944,+,chr9,1.8924687447649489,3.3360548240108354,2.060324133151104
ENSG00000144278,GALNT13,ENSG00000144278.15,protein_coding,154728427,+,chr2,-2.189022282875856,-0.7214204495415767,-1.911586990273275
ENSG00000158089,GALNT14,ENSG00000158089.15,protein_coding,31361293,-,chr2,1.207205690380002,2.75777001069659,1.3997179835310305
ENSG00000143641,GALNT2,ENSG00000143641.10,protein_coding,230202936,+,chr1,3.5078961008975016,5.020528869985357,3.7139926803811383
ENSG00000115339,GALNT3,ENSG00000115339.14,protein_coding,166650700,-,chr2,3.795205882964276,5.248644886013686,3.954540654557192
ENSG00000257594,GALNT4,ENSG00000257594.4,protein_coding,89919765,-,chr12,-5.912672948202524,-4.673002535434241,-5.740817919661812
ENSG00000136542,GALNT5,ENSG00000136542.9,protein_coding,158114199,+,chr2,-1.9988463053836296,-0.5676819330504765,-1.810966175609983
ENSG00000139629,GALNT6,ENSG00000139629.16,protein_coding,51785393,-,chr12,2.819198107120927,4.298606999279484,2.996280269058128
ENSG00000109586,GALNT7,ENSG00000109586.12,protein_coding,174089951,+,chr4,1.6602441073551053,3.13586316536868,1.859810564801295
ENSG00000130035,GALNT8,ENSG00000130035.9,protein_coding,4923850,+,chr12,-4.083141235300245,-2.661090727191078,-3.826232932263293
ENSG00000182870,GALNT9,ENSG00000182870.13,protein_coding,132906118,-,chr12,-3.7938569303086265,-2.3313362222997798,-3.669326877290843
ENSG00000106648,GALNTL5,ENSG00000106648.14,protein_coding,151653525,+,chr7,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000174473,GALNTL6,ENSG00000174473.16,protein_coding,172734548,+,chr4,-5.454822365384708,-4.213570916796944,-5.304718804855139
ENSG00000197487,GALP,ENSG00000197487.9,protein_coding,56687374,+,chr19,-4.760235373489054,-3.365871442474959,-4.601211852366231
ENSG00000166573,GALR1,ENSG00000166573.6,protein_coding,74961983,+,chr18,-7.333516069162574,-6.930160374931366,-7.310432456049534
ENSG00000182687,GALR2,ENSG00000182687.4,protein_coding,74070853,+,chr17,-2.3725799305988,-0.9708651959469772,-2.2222962448729016
ENSG00000128310,GALR3,ENSG00000128310.3,protein_coding,37880243,+,chr22,-2.761213140412884,-1.3316993014613507,-2.571750389294305
ENSG00000213930,GALT,ENSG00000213930.12,protein_coding,34646651,+,chr9,1.287649592095005,2.7689676675436514,1.5162673443718255
ENSG00000130005,GAMT,ENSG00000130005.13,protein_coding,1401486,-,chr19,1.7554858293507762,3.292560911657057,1.971368810582661
ENSG00000089597,GANAB,ENSG00000089597.18,protein_coding,62414070,-,chr11,6.696081474207777,8.167826558891568,6.865586055872718
ENSG00000214013,GANC,ENSG00000214013.9,protein_coding,42565393,+,chr15,-0.0512496581755547,1.4363217744668657,0.1390765150461117
ENSG00000172020,GAP43,ENSG00000172020.13,protein_coding,115342402,+,chr3,-2.9072513144604764,-1.4520566887096498,-2.704629612046516
ENSG00000111640,GAPDH,ENSG00000111640.15,protein_coding,6643676,+,chr12,10.306180997426049,11.7830015659254,10.475852671267743
ENSG00000105679,GAPDHS,ENSG00000105679.9,protein_coding,36024350,+,chr19,-5.299027692777283,-4.0,-5.148161027150656
ENSG00000165219,GAPVD1,ENSG00000165219.22,protein_coding,128024067,+,chr9,1.3862591411333465,2.8351156152582178,1.5600301231263043
ENSG00000109534,GAR1,ENSG00000109534.17,protein_coding,110736659,+,chr4,3.4261305442698053,4.898348648021575,3.5457830795906142
ENSG00000136895,GARNL3,ENSG00000136895.19,protein_coding,129987488,+,chr9,-1.0203404482841756,0.4369080517141522,-0.8305880480086454
ENSG00000159131,GART,ENSG00000159131.17,protein_coding,34914394,-,chr21,3.3935534888611323,4.900292030034558,3.576171398254812
ENSG00000180447,GAS1,ENSG00000180447.7,protein_coding,89562411,-,chr9,4.559369442023753,6.044612692957976,4.819601768952443
ENSG00000148935,GAS2,ENSG00000148935.11,protein_coding,22647131,+,chr11,-2.557242242365229,-1.187378560422908,-2.412731031895675
ENSG00000185340,GAS2L1,ENSG00000185340.15,protein_coding,29702996,+,chr22,2.9143157615240347,4.351995739907302,3.075857757112749
ENSG00000139354,GAS2L3,ENSG00000139354.11,protein_coding,100967420,+,chr12,0.257855464115157,1.752748591407134,0.4790235599805144
ENSG00000183087,GAS6,ENSG00000183087.15,protein_coding,114566984,-,chr13,5.2708615461588,6.736347808097557,5.440334337203755
ENSG00000007237,GAS7,ENSG00000007237.19,protein_coding,9929581,-,chr17,1.373620373245737,2.785445929016059,1.4833127612555248
ENSG00000141013,GAS8,ENSG00000141013.17,protein_coding,90089053,+,chr16,0.7046064133237402,2.204954507856044,0.8663145613770472
ENSG00000184502,GAST,ENSG00000184502.4,protein_coding,39868577,+,chr17,-3.5228407888133586,-2.088040034713085,-3.330610337987164
ENSG00000102145,GATA1,ENSG00000102145.15,protein_coding,48644984,+,chrX,-4.402016006210054,-3.069754681685336,-4.262572817270941
ENSG00000179348,GATA2,ENSG00000179348.12,protein_coding,128212033,-,chr3,-0.8598757760909294,0.5881329436012843,-0.6759959186055702
ENSG00000107485,GATA3,ENSG00000107485.18,protein_coding,8096631,+,chr10,0.0740943535738733,1.4873834430365065,0.2786984816683241
ENSG00000130700,GATA5,ENSG00000130700.7,protein_coding,61051039,-,chr20,-1.8980810402889283,-0.5713215900517699,-1.701810929858678
ENSG00000141448,GATA6,ENSG00000141448.11,protein_coding,19749541,+,chr18,2.923681652548701,4.393539760610062,3.133612842185368
ENSG00000157259,GATAD1,ENSG00000157259.8,protein_coding,92076740,+,chr7,2.823667849811294,4.292781749227846,2.9758869360059403
ENSG00000143614,GATAD2B,ENSG00000143614.10,protein_coding,153895377,-,chr1,3.186706551675715,4.672510203889751,3.3742605134292964
ENSG00000257218,GATC,ENSG00000257218.6,protein_coding,120884222,+,chr12,2.4605591031645395,3.9732163399481135,2.626836261236447
ENSG00000171766,GATM,ENSG00000171766.17,protein_coding,45670735,-,chr15,0.4027221768456045,1.882251756969725,0.5581696548346118
ENSG00000177628,GBA,ENSG00000177628.16,protein_coding,155211022,-,chr1,3.972168777897874,5.4445411832926425,4.168016175775223
ENSG00000070610,GBA2,ENSG00000070610.14,protein_coding,35749162,-,chr9,3.652670046824885,5.1064362656048745,3.8140376475399753
ENSG00000114480,GBE1,ENSG00000114480.13,protein_coding,81810788,-,chr3,2.2109187112965816,3.6796827663290737,2.4125376689487545
ENSG00000107862,GBF1,ENSG00000107862.6,protein_coding,104005272,+,chr10,2.175301033900244,3.649397026545975,2.338196189904652
ENSG00000148288,GBGT1,ENSG00000148288.13,protein_coding,136039286,-,chr9,0.2977196720435127,1.7066852568480495,0.4451969823817089
ENSG00000162645,GBP2,ENSG00000162645.13,protein_coding,89591749,-,chr1,2.67592881369186,4.085288674816987,2.850339383249129
ENSG00000117226,GBP3,ENSG00000117226.12,protein_coding,89488510,-,chr1,2.823565955213521,4.229280279058734,3.003044478674289
ENSG00000162654,GBP4,ENSG00000162654.9,protein_coding,89664595,-,chr1,2.431382267618528,3.945476611227647,2.6618179939720865
ENSG00000154451,GBP5,ENSG00000154451.14,protein_coding,89738528,-,chr1,0.2947824686980723,1.7791336235254511,0.5172252925024586
ENSG00000183347,GBP6,ENSG00000183347.15,protein_coding,89829610,+,chr1,-3.826232932263293,-2.40430539316108,-3.665660560093073
ENSG00000213512,GBP7,ENSG00000213512.3,protein_coding,89641680,-,chr1,-4.744680559294212,-3.412731031895675,-4.629500896797655
ENSG00000168505,GBX2,ENSG00000168505.7,protein_coding,237077022,-,chr2,-5.200249538299111,-3.871970611259359,-5.039784866105864
ENSG00000145321,GC,ENSG00000145321.13,protein_coding,72649786,-,chr4,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000115271,GCA,ENSG00000115271.11,protein_coding,163200618,+,chr2,2.612847860892545,4.060505721151156,2.783938519934601
ENSG00000100116,GCAT,ENSG00000100116.17,protein_coding,38203898,+,chr22,2.901784046238047,4.364719495653719,3.1244439430293065
ENSG00000179562,GCC1,ENSG00000179562.3,protein_coding,127225620,-,chr7,2.1145002931651926,3.608631851232275,2.289067184060908
ENSG00000135968,GCC2,ENSG00000135968.21,protein_coding,109065634,+,chr2,1.4140813970704167,2.8881684913361574,1.586836786252507
ENSG00000105607,GCDH,ENSG00000105607.13,protein_coding,13001965,+,chr19,2.7410786199534334,4.190069598596508,2.9337992217822952
ENSG00000005436,GCFC2,ENSG00000005436.14,protein_coding,75937994,-,chr2,1.6862988159119194,3.122192292615731,1.8656417271688623
ENSG00000115263,GCG,ENSG00000115263.15,protein_coding,163008749,-,chr2,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000215644,GCGR,ENSG00000215644.10,protein_coding,79761997,+,chr17,-5.52616114710497,-4.293358942690592,-5.362899875943668
ENSG00000131979,GCH1,ENSG00000131979.20,protein_coding,55369533,-,chr14,1.456070160781307,2.934893874081271,1.6299860224196536
ENSG00000137880,GCHFR,ENSG00000137880.6,protein_coding,41056255,+,chr15,-1.5820799921880349,-0.1259506362447743,-1.4020160062100542
ENSG00000084734,GCKR,ENSG00000084734.9,protein_coding,27719697,+,chr2,-3.956795501434833,-2.516222910048852,-3.779917739350753
ENSG00000001084,GCLC,ENSG00000001084.13,protein_coding,53409890,-,chr6,1.509543837960336,2.956223965588605,1.6947019337508826
ENSG00000023909,GCLM,ENSG00000023909.10,protein_coding,94374946,-,chr1,2.31637748191973,3.801355279751479,2.497050250088091
ENSG00000137270,GCM1,ENSG00000137270.11,protein_coding,53013620,-,chr6,-5.853084151912724,-4.618827395283202,-5.665660560093073
ENSG00000124827,GCM2,ENSG00000124827.7,protein_coding,10882270,-,chr6,-6.733123527871812,-5.83650126771712,-6.687799537362322
ENSG00000187210,GCNT1,ENSG00000187210.14,protein_coding,79074077,+,chr9,0.2811937749526338,1.798880007411259,0.4455148383021124
ENSG00000111846,GCNT2,ENSG00000111846.19,protein_coding,10528731,+,chr6,-0.3780067683338769,1.107553970289646,-0.1376478004679799
ENSG00000140297,GCNT3,ENSG00000140297.13,protein_coding,59903975,+,chr15,-1.835986111474943,-0.3681041409461955,-1.705570397890672
ENSG00000176928,GCNT4,ENSG00000176928.7,protein_coding,74325411,-,chr5,-2.667492554041963,-1.1909972250609135,-2.477944250839036
ENSG00000137878,GCOM1,ENSG00000137878.17,protein_coding,57884086,+,chr15,-4.313297789743922,-2.978236025708344,-4.140507454607221
ENSG00000140905,GCSH,ENSG00000140905.11,protein_coding,81129951,-,chr16,-0.9762478641010052,0.456070160781307,-0.7888631730177248
ENSG00000119125,GDA,ENSG00000119125.17,protein_coding,74764340,+,chr9,-2.7769482116315585,-1.398588723255212,-2.5504650365217114
ENSG00000104381,GDAP1,ENSG00000104381.14,protein_coding,75262629,+,chr8,-2.798868033092113,-1.3785693322095522,-2.6091122404499902
ENSG00000124194,GDAP1L1,ENSG00000124194.17,protein_coding,42875935,+,chr20,-3.981650690121108,-2.597714408130004,-3.859352206845158
ENSG00000196505,GDAP2,ENSG00000196505.11,protein_coding,118472216,-,chr1,0.914334898583108,2.3855138689806243,1.1296786733257869
ENSG00000006007,GDE1,ENSG00000006007.12,protein_coding,19533404,-,chr16,4.075524074231892,5.529402441817331,4.229387961809867
ENSG00000135414,GDF11,ENSG00000135414.10,protein_coding,56136895,+,chr12,2.0063698426499306,3.545857198252183,2.201414303914083
ENSG00000130513,GDF15,ENSG00000130513.6,protein_coding,18496957,+,chr19,2.4130524285485278,3.9286166735516295,2.5640854534874555
ENSG00000184344,GDF3,ENSG00000184344.4,protein_coding,7848364,-,chr12,-3.3733272473940064,-1.9506480408647089,-3.1831136259850807
ENSG00000125965,GDF5,ENSG00000125965.9,protein_coding,34025999,-,chr20,-2.514573172829758,-1.056491198838264,-2.3269863847103918
ENSG00000156466,GDF6,ENSG00000156466.10,protein_coding,97173020,-,chr8,-2.471528698117108,-1.0487106217838669,-2.3371564825019373
ENSG00000143869,GDF7,ENSG00000143869.7,protein_coding,20866893,+,chr2,-4.988504361162171,-3.6601784950766576,-4.853084151912725
ENSG00000164404,GDF9,ENSG00000164404.8,protein_coding,132202269,-,chr5,-1.3710864573382138,0.0611540632071006,-1.2118990020879952
ENSG00000203879,GDI1,ENSG00000203879.12,protein_coding,153665493,+,chrX,4.956795472580931,6.428083751819301,5.119713071250545
ENSG00000057608,GDI2,ENSG00000057608.17,protein_coding,5855382,-,chr10,6.337796709471474,7.799926561187333,6.52117954320799
ENSG00000168621,GDNF,ENSG00000168621.15,protein_coding,37840004,-,chr5,-2.704629612046516,-1.3364276645824773,-2.547088335060036
