<<<<<<< HEAD
,gene_name,gene_stable_id,gene_id,gene_type,TSS,genomic_strand,chromosome_name
4938,FOXL2,ENSG00000183770,ENSG00000183770.7,protein_coding,138947126,-,chr3
4939,FOXM1,ENSG00000111206,ENSG00000111206.13,protein_coding,2877197,-,chr12
4940,FOXN1,ENSG00000109101,ENSG00000109101.8,protein_coding,28506360,+,chr17
4941,FOXN2,ENSG00000170802,ENSG00000170802.16,protein_coding,48314735,+,chr2
4942,FOXN3,ENSG00000053254,ENSG00000053254.16,protein_coding,89619213,-,chr14
4943,FOXN4,ENSG00000139445,ENSG00000139445.18,protein_coding,109309250,-,chr12
4944,FOXO1,ENSG00000150907,ENSG00000150907.10,protein_coding,40666650,-,chr13
4945,FOXO3,ENSG00000118689,ENSG00000118689.15,protein_coding,108559808,+,chr6
4946,FOXO4,ENSG00000184481,ENSG00000184481.17,protein_coding,71095859,+,chrX
4947,FOXO6,ENSG00000204060,ENSG00000204060.7,protein_coding,41361483,+,chr1
4948,FOXP1,ENSG00000114861,ENSG00000114861.23,protein_coding,71064963,-,chr3
4949,FOXP2,ENSG00000128573,ENSG00000128573.26,protein_coding,114086388,+,chr7
4950,FOXP3,ENSG00000049768,ENSG00000049768.17,protein_coding,49264717,-,chrX
4951,FOXP4,ENSG00000137166,ENSG00000137166.17,protein_coding,41546420,+,chr6
4952,FOXQ1,ENSG00000164379,ENSG00000164379.7,protein_coding,1312105,+,chr6
4953,FOXR1,ENSG00000176302,ENSG00000176302.13,protein_coding,118971767,+,chr11
4954,FOXRED1,ENSG00000110074,ENSG00000110074.11,protein_coding,126269191,+,chr11
4955,FOXRED2,ENSG00000100350,ENSG00000100350.15,protein_coding,36507049,-,chr22
4956,FOXS1,ENSG00000179772,ENSG00000179772.8,protein_coding,31845611,-,chr20
4957,FPGS,ENSG00000136877,ENSG00000136877.15,protein_coding,127802935,+,chr9
4958,FPGT-TNNI3K,ENSG00000259030,ENSG00000259030.8,protein_coding,74198300,+,chr1
4959,FPR1,ENSG00000171051,ENSG00000171051.9,protein_coding,51751898,-,chr19
4960,FPR2,ENSG00000171049,ENSG00000171049.9,protein_coding,51761186,+,chr19
4961,FPR3,ENSG00000187474,ENSG00000187474.5,protein_coding,51795192,+,chr19
4962,FRA10AC1,ENSG00000148690,ENSG00000148690.12,protein_coding,93702621,-,chr10
4963,FRAS1,ENSG00000138759,ENSG00000138759.20,protein_coding,78057362,+,chr4
4964,FRAT1,ENSG00000165879,ENSG00000165879.9,protein_coding,97319303,+,chr10
4965,FRAT2,ENSG00000181274,ENSG00000181274.7,protein_coding,97334743,-,chr10
4966,FREM1,ENSG00000164946,ENSG00000164946.20,protein_coding,14909992,-,chr9
4967,FREM2,ENSG00000150893,ENSG00000150893.11,protein_coding,38687083,+,chr13
4968,FREM3,ENSG00000183090,ENSG00000183090.5,protein_coding,143701115,-,chr4
4969,FRG1,ENSG00000109536,ENSG00000109536.12,protein_coding,189940973,+,chr4
4970,FRG2C,ENSG00000172969,ENSG00000172969.8,protein_coding,75664331,+,chr3
4971,FRK,ENSG00000111816,ENSG00000111816.8,protein_coding,116060814,-,chr6
4972,FRMD1,ENSG00000153303,ENSG00000153303.17,protein_coding,168079224,-,chr6
4973,FRMD3,ENSG00000172159,ENSG00000172159.16,protein_coding,83538428,-,chr9
4974,FRMD4A,ENSG00000151474,ENSG00000151474.23,protein_coding,13707575,-,chr10
4975,FRMD4B,ENSG00000114541,ENSG00000114541.15,protein_coding,69542609,-,chr3
4976,FRMD5,ENSG00000171877,ENSG00000171877.21,protein_coding,44195278,-,chr15
4977,FRMD6,ENSG00000139926,ENSG00000139926.16,protein_coding,51651955,+,chr14
4978,FRMD7,ENSG00000165694,ENSG00000165694.10,protein_coding,132094238,-,chrX
4979,FRMD8,ENSG00000126391,ENSG00000126391.14,protein_coding,65386668,+,chr11
4980,FRMPD1,ENSG00000070601,ENSG00000070601.10,protein_coding,37651010,+,chr9
4981,FRMPD2,ENSG00000170324,ENSG00000170324.21,protein_coding,48274710,-,chr10
4982,FRMPD4,ENSG00000169933,ENSG00000169933.16,protein_coding,12138760,+,chrX
4983,FRRS1,ENSG00000156869,ENSG00000156869.14,protein_coding,99766642,-,chr1
4984,FRS2,ENSG00000166225,ENSG00000166225.9,protein_coding,69470442,+,chr12
4985,FRS3,ENSG00000137218,ENSG00000137218.10,protein_coding,41779914,-,chr6
4986,FRY,ENSG00000073910,ENSG00000073910.23,protein_coding,32031790,+,chr13
4987,FRYL,ENSG00000075539,ENSG00000075539.15,protein_coding,48780318,-,chr4
4988,FRZB,ENSG00000162998,ENSG00000162998.5,protein_coding,182867168,-,chr2
4989,FSCB,ENSG00000189139,ENSG00000189139.6,protein_coding,44507288,-,chr14
4990,FSCN1,ENSG00000075618,ENSG00000075618.18,protein_coding,5592823,+,chr7
4991,FSCN2,ENSG00000186765,ENSG00000186765.12,protein_coding,81528382,+,chr17
4992,FSCN3,ENSG00000106328,ENSG00000106328.10,protein_coding,127593753,+,chr7
4993,FSD1,ENSG00000105255,ENSG00000105255.11,protein_coding,4304683,+,chr19
4994,FSD1L,ENSG00000106701,ENSG00000106701.13,protein_coding,105448154,+,chr9
4995,FSD2,ENSG00000186628,ENSG00000186628.12,protein_coding,82806074,-,chr15
4996,FSHB,ENSG00000131808,ENSG00000131808.11,protein_coding,30231018,+,chr11
4997,FSHR,ENSG00000170820,ENSG00000170820.12,protein_coding,49154528,-,chr2
4998,FSIP1,ENSG00000150667,ENSG00000150667.8,protein_coding,39782858,-,chr15
4999,FSIP2,ENSG00000188738,ENSG00000188738.15,protein_coding,185746736,+,chr2
5000,FST,ENSG00000134363,ENSG00000134363.12,protein_coding,53480635,+,chr5
5001,FSTL1,ENSG00000163430,ENSG00000163430.12,protein_coding,120451003,-,chr3
5002,FSTL3,ENSG00000070404,ENSG00000070404.10,protein_coding,676403,+,chr19
5003,FSTL4,ENSG00000053108,ENSG00000053108.17,protein_coding,133612518,-,chr5
5004,FSTL5,ENSG00000168843,ENSG00000168843.14,protein_coding,162164010,-,chr4
5005,FTCD,ENSG00000160282,ENSG00000160282.15,protein_coding,46155585,-,chr21
5006,FTH1,ENSG00000167996,ENSG00000167996.16,protein_coding,61967640,-,chr11
5007,FTHL17,ENSG00000132446,ENSG00000132446.7,protein_coding,31072067,-,chrX
5008,FTL,ENSG00000087086,ENSG00000087086.15,protein_coding,48965310,+,chr19
5009,FTMT,ENSG00000181867,ENSG00000181867.3,protein_coding,121851906,+,chr5
5010,FTO,ENSG00000140718,ENSG00000140718.21,protein_coding,53704182,+,chr16
5011,FTSJ1,ENSG00000068438,ENSG00000068438.15,protein_coding,48476246,+,chrX
5012,FTSJ3,ENSG00000108592,ENSG00000108592.17,protein_coding,63827114,-,chr17
5013,FUBP1,ENSG00000162613,ENSG00000162613.17,protein_coding,77979089,-,chr1
5014,FUBP3,ENSG00000107164,ENSG00000107164.16,protein_coding,130579633,+,chr9
5015,FUCA1,ENSG00000179163,ENSG00000179163.12,protein_coding,23868361,-,chr1
5016,FUCA2,ENSG00000001036,ENSG00000001036.14,protein_coding,143511738,-,chr6
5017,FUNDC1,ENSG00000069509,ENSG00000069509.6,protein_coding,44542867,-,chrX
5018,FUNDC2,ENSG00000165775,ENSG00000165775.18,protein_coding,155026924,+,chrX
5019,FURIN,ENSG00000140564,ENSG00000140564.13,protein_coding,90868598,+,chr15
5020,FUS,ENSG00000089280,ENSG00000089280.19,protein_coding,31180142,+,chr16
5021,FUT1,ENSG00000174951,ENSG00000174951.12,protein_coding,48752649,-,chr19
5022,FUT10,ENSG00000172728,ENSG00000172728.16,protein_coding,33473171,-,chr8
5023,FUT11,ENSG00000196968,ENSG00000196968.11,protein_coding,73772331,+,chr10
5024,FUT2,ENSG00000176920,ENSG00000176920.13,protein_coding,48696027,+,chr19
5025,FUT3,ENSG00000171124,ENSG00000171124.13,protein_coding,5851476,-,chr19
5026,FUT4,ENSG00000196371,ENSG00000196371.4,protein_coding,94544403,+,chr11
5027,FUT5,ENSG00000130383,ENSG00000130383.7,protein_coding,5903798,-,chr19
5028,FUT6,ENSG00000156413,ENSG00000156413.15,protein_coding,5838797,-,chr19
5029,FUT7,ENSG00000180549,ENSG00000180549.8,protein_coding,137032094,-,chr9
5030,FUT8,ENSG00000033170,ENSG00000033170.17,protein_coding,65412820,+,chr14
5031,FUT9,ENSG00000172461,ENSG00000172461.11,protein_coding,96016016,+,chr6
5032,FUZ,ENSG00000010361,ENSG00000010361.14,protein_coding,49813305,-,chr19
5033,FXN,ENSG00000165060,ENSG00000165060.15,protein_coding,69035814,+,chr9
5034,FXR1,ENSG00000114416,ENSG00000114416.18,protein_coding,180912683,+,chr3
5035,FXR2,ENSG00000129245,ENSG00000129245.12,protein_coding,7614916,-,chr17
5036,FXYD2,ENSG00000137731,ENSG00000137731.14,protein_coding,117824751,-,chr11
5037,FXYD3,ENSG00000089356,ENSG00000089356.19,protein_coding,35116330,+,chr19
5038,FXYD4,ENSG00000150201,ENSG00000150201.15,protein_coding,43371650,+,chr10
5039,FXYD5,ENSG00000089327,ENSG00000089327.15,protein_coding,35154781,+,chr19
5040,FXYD6,ENSG00000137726,ENSG00000137726.17,protein_coding,117876669,-,chr11
5041,FXYD7,ENSG00000221946,ENSG00000221946.8,protein_coding,35143301,+,chr19
5042,FYCO1,ENSG00000163820,ENSG00000163820.15,protein_coding,45995845,-,chr3
5043,FYN,ENSG00000010810,ENSG00000010810.17,protein_coding,111873459,-,chr6
5044,FYTTD1,ENSG00000122068,ENSG00000122068.13,protein_coding,197749973,+,chr3
5045,FZD1,ENSG00000157240,ENSG00000157240.4,protein_coding,91264592,+,chr7
5046,FZD10,ENSG00000111432,ENSG00000111432.5,protein_coding,130162474,+,chr12
5047,FZD2,ENSG00000180340,ENSG00000180340.7,protein_coding,44557490,+,chr17
5048,FZD3,ENSG00000104290,ENSG00000104290.11,protein_coding,28494264,+,chr8
5049,FZD4,ENSG00000174804,ENSG00000174804.4,protein_coding,86955408,-,chr11
5050,FZD5,ENSG00000163251,ENSG00000163251.4,protein_coding,207769914,-,chr2
5051,FZD6,ENSG00000164930,ENSG00000164930.12,protein_coding,103298904,+,chr8
5052,FZD7,ENSG00000155760,ENSG00000155760.3,protein_coding,202034237,+,chr2
5053,FZD8,ENSG00000177283,ENSG00000177283.8,protein_coding,35641103,-,chr10
5054,FZD9,ENSG00000188763,ENSG00000188763.5,protein_coding,73433800,+,chr7
5055,FZR1,ENSG00000105325,ENSG00000105325.15,protein_coding,3506353,+,chr19
5056,G0S2,ENSG00000123689,ENSG00000123689.6,protein_coding,209675419,+,chr1
5057,G2E3,ENSG00000092140,ENSG00000092140.16,protein_coding,30559186,+,chr14
5058,G3BP1,ENSG00000145907,ENSG00000145907.16,protein_coding,151771962,+,chr5
5059,G3BP2,ENSG00000138757,ENSG00000138757.15,protein_coding,75673421,-,chr4
5060,G6PC2,ENSG00000152254,ENSG00000152254.11,protein_coding,168901292,+,chr2
5061,G6PC3,ENSG00000141349,ENSG00000141349.9,protein_coding,44070949,+,chr17
5062,G6PD,ENSG00000160211,ENSG00000160211.19,protein_coding,154546853,-,chrX
5063,GAA,ENSG00000171298,ENSG00000171298.13,protein_coding,80101604,+,chr17
5064,GAB1,ENSG00000109458,ENSG00000109458.8,protein_coding,143336899,+,chr4
5065,GAB2,ENSG00000033327,ENSG00000033327.13,protein_coding,78417870,-,chr11
5066,GAB3,ENSG00000160219,ENSG00000160219.12,protein_coding,154751098,-,chrX
5067,GAB4,ENSG00000215568,ENSG00000215568.9,protein_coding,17008004,-,chr22
5068,GABARAP,ENSG00000170296,ENSG00000170296.10,protein_coding,7242455,-,chr17
5069,GABARAPL1,ENSG00000139112,ENSG00000139112.11,protein_coding,10212948,+,chr12
5070,GABARAPL2,ENSG00000034713,ENSG00000034713.8,protein_coding,75566427,+,chr16
5071,GABBR1,ENSG00000204681,ENSG00000204681.11,protein_coding,29628025,-,chr6
5072,GABBR2,ENSG00000136928,ENSG00000136928.7,protein_coding,98708974,-,chr9
5073,GABPA,ENSG00000154727,ENSG00000154727.11,protein_coding,25734988,+,chr21
5074,GABPB1,ENSG00000104064,ENSG00000104064.18,protein_coding,50355139,-,chr15
5075,GABPB2,ENSG00000143458,ENSG00000143458.12,protein_coding,151070780,+,chr1
5076,GABRA1,ENSG00000022355,ENSG00000022355.18,protein_coding,161848190,+,chr5
5077,GABRA2,ENSG00000151834,ENSG00000151834.16,protein_coding,46390014,-,chr4
5078,GABRA3,ENSG00000011677,ENSG00000011677.13,protein_coding,152451343,-,chrX
5079,GABRA4,ENSG00000109158,ENSG00000109158.11,protein_coding,46993571,-,chr4
5080,GABRA5,ENSG00000186297,ENSG00000186297.12,protein_coding,26867102,+,chr15
5081,GABRA6,ENSG00000145863,ENSG00000145863.11,protein_coding,161685730,+,chr5
5082,GABRB1,ENSG00000163288,ENSG00000163288.14,protein_coding,47031586,+,chr4
5083,GABRB2,ENSG00000145864,ENSG00000145864.14,protein_coding,161546735,-,chr5
5084,GABRB3,ENSG00000166206,ENSG00000166206.15,protein_coding,26773094,-,chr15
5085,GABRD,ENSG00000187730,ENSG00000187730.9,protein_coding,2019376,+,chr1
5086,GABRE,ENSG00000102287,ENSG00000102287.19,protein_coding,151974688,-,chrX
5087,GABRG1,ENSG00000163285,ENSG00000163285.8,protein_coding,46124028,-,chr4
5088,GABRG2,ENSG00000113327,ENSG00000113327.17,protein_coding,162068050,+,chr5
5089,GABRG3,ENSG00000182256,ENSG00000182256.13,protein_coding,26971194,+,chr15
5090,GABRP,ENSG00000094755,ENSG00000094755.17,protein_coding,170783730,+,chr5
5091,GABRR1,ENSG00000146276,ENSG00000146276.12,protein_coding,89217366,-,chr6
5092,GABRR2,ENSG00000111886,ENSG00000111886.11,protein_coding,89315301,-,chr6
5093,GAD1,ENSG00000128683,ENSG00000128683.14,protein_coding,170816901,+,chr2
5094,GAD2,ENSG00000136750,ENSG00000136750.13,protein_coding,26216785,+,chr10
5095,GADD45A,ENSG00000116717,ENSG00000116717.13,protein_coding,67685207,+,chr1
5096,GADD45B,ENSG00000099860,ENSG00000099860.9,protein_coding,2476134,+,chr19
5097,GADD45G,ENSG00000130222,ENSG00000130222.11,protein_coding,89605019,+,chr9
5098,GADD45GIP1,ENSG00000179271,ENSG00000179271.3,protein_coding,12957239,-,chr19
5099,GADL1,ENSG00000144644,ENSG00000144644.15,protein_coding,30894814,-,chr3
5100,GAK,ENSG00000178950,ENSG00000178950.17,protein_coding,932335,-,chr4
5101,GAL,ENSG00000069482,ENSG00000069482.7,protein_coding,68684551,+,chr11
5102,GAL3ST1,ENSG00000128242,ENSG00000128242.13,protein_coding,30564908,-,chr22
5103,GAL3ST2,ENSG00000154252,ENSG00000154252.12,protein_coding,241776839,+,chr2
5104,GAL3ST3,ENSG00000175229,ENSG00000175229.7,protein_coding,66049183,-,chr11
5105,GAL3ST4,ENSG00000197093,ENSG00000197093.11,protein_coding,100168645,-,chr7
5106,GALC,ENSG00000054983,ENSG00000054983.17,protein_coding,87993202,-,chr14
5107,GALE,ENSG00000117308,ENSG00000117308.15,protein_coding,23800763,-,chr1
5108,GALK1,ENSG00000108479,ENSG00000108479.13,protein_coding,75765205,-,chr17
5109,GALK2,ENSG00000156958,ENSG00000156958.15,protein_coding,49155839,+,chr15
5110,GALM,ENSG00000143891,ENSG00000143891.17,protein_coding,38666124,+,chr2
5111,GALNS,ENSG00000141012,ENSG00000141012.13,protein_coding,88856980,-,chr16
5112,GALNT1,ENSG00000141429,ENSG00000141429.14,protein_coding,35581745,+,chr18
5113,GALNT10,ENSG00000164574,ENSG00000164574.16,protein_coding,154190748,+,chr5
5114,GALNT11,ENSG00000178234,ENSG00000178234.13,protein_coding,152025788,+,chr7
5115,GALNT12,ENSG00000119514,ENSG00000119514.7,protein_coding,98807691,+,chr9
5116,GALNT13,ENSG00000144278,ENSG00000144278.15,protein_coding,153871927,+,chr2
5117,GALNT14,ENSG00000158089,ENSG00000158089.15,protein_coding,31138486,-,chr2
5118,GALNT2,ENSG00000143641,ENSG00000143641.10,protein_coding,230067254,+,chr1
5119,GALNT3,ENSG00000115339,ENSG00000115339.14,protein_coding,165794306,-,chr2
5120,GALNT4,ENSG00000257594,ENSG00000257594.4,protein_coding,89526072,-,chr12
5121,GALNT5,ENSG00000136542,ENSG00000136542.9,protein_coding,157257774,+,chr2
5122,GALNT6,ENSG00000139629,ENSG00000139629.16,protein_coding,51391685,-,chr12
5123,GALNT7,ENSG00000109586,ENSG00000109586.12,protein_coding,173168823,+,chr4
5124,GALNT8,ENSG00000130035,ENSG00000130035.9,protein_coding,4814736,+,chr12
5125,GALNT9,ENSG00000182870,ENSG00000182870.13,protein_coding,132329594,-,chr12
5126,GALNTL5,ENSG00000106648,ENSG00000106648.14,protein_coding,151956451,+,chr7
5127,GALNTL6,ENSG00000174473,ENSG00000174473.16,protein_coding,171813411,+,chr4
5128,GALP,ENSG00000197487,ENSG00000197487.9,protein_coding,56176009,+,chr19
5129,GALR1,ENSG00000166573,ENSG00000166573.6,protein_coding,77250071,+,chr18
5130,GALR2,ENSG00000182687,ENSG00000182687.4,protein_coding,76074787,+,chr17
5131,GALR3,ENSG00000128310,ENSG00000128310.3,protein_coding,37484206,+,chr22
5132,GALT,ENSG00000213930,ENSG00000213930.12,protein_coding,34646692,+,chr9
5133,GAMT,ENSG00000130005,ENSG00000130005.13,protein_coding,1401571,-,chr19
5134,GANAB,ENSG00000089597,ENSG00000089597.18,protein_coding,62646620,-,chr11
5135,GANC,ENSG00000214013,ENSG00000214013.9,protein_coding,42273257,+,chr15
5136,GAP43,ENSG00000172020,ENSG00000172020.13,protein_coding,115623611,+,chr3
5137,GAPDH,ENSG00000111640,ENSG00000111640.15,protein_coding,6534527,+,chr12
5138,GAPDHS,ENSG00000105679,ENSG00000105679.9,protein_coding,35533461,+,chr19
5139,GAPT,ENSG00000175857,ENSG00000175857.9,protein_coding,58491524,+,chr5
5140,GAPVD1,ENSG00000165219,ENSG00000165219.22,protein_coding,125261851,+,chr9
5141,GAR1,ENSG00000109534,ENSG00000109534.17,protein_coding,109815538,+,chr4
5142,GARNL3,ENSG00000136895,ENSG00000136895.19,protein_coding,127225318,+,chr9
5143,GART,ENSG00000159131,ENSG00000159131.17,protein_coding,33542134,-,chr21
5144,GAS1,ENSG00000180447,ENSG00000180447.7,protein_coding,86947518,-,chr9
5145,GAS2,ENSG00000148935,ENSG00000148935.11,protein_coding,22625606,+,chr11
5146,GAS2L1,ENSG00000185340,ENSG00000185340.15,protein_coding,29307071,+,chr22
5147,GAS2L3,ENSG00000139354,ENSG00000139354.11,protein_coding,100573724,+,chr12
5148,GAS6,ENSG00000183087,ENSG00000183087.15,protein_coding,113864045,-,chr13
5149,GAS7,ENSG00000007237,ENSG00000007237.19,protein_coding,10026309,-,chr17
5150,GAS8,ENSG00000141013,ENSG00000141013.17,protein_coding,90022699,+,chr16
5151,GAST,ENSG00000184502,ENSG00000184502.4,protein_coding,41712333,+,chr17
5152,GATA1,ENSG00000102145,ENSG00000102145.15,protein_coding,48786597,+,chrX
5153,GATA2,ENSG00000179348,ENSG00000179348.12,protein_coding,128493208,-,chr3
5154,GATA3,ENSG00000107485,ENSG00000107485.18,protein_coding,8054697,+,chr10
5155,GATA4,ENSG00000136574,ENSG00000136574.19,protein_coding,11704242,+,chr8
5156,GATA5,ENSG00000130700,ENSG00000130700.7,protein_coding,62476001,-,chr20
5157,GATA6,ENSG00000141448,ENSG00000141448.11,protein_coding,22169596,+,chr18
5158,GATAD1,ENSG00000157259,ENSG00000157259.8,protein_coding,92447520,+,chr7
5159,GATAD2A,ENSG00000167491,ENSG00000167491.18,protein_coding,19405835,+,chr19
5160,GATAD2B,ENSG00000143614,ENSG00000143614.10,protein_coding,153922989,-,chr1
5161,GATC,ENSG00000257218,ENSG00000257218.6,protein_coding,120446483,+,chr12
5162,GATM,ENSG00000171766,ENSG00000171766.17,protein_coding,45378552,-,chr15
5163,GBA,ENSG00000177628,ENSG00000177628.16,protein_coding,155241271,-,chr1
5164,GBA2,ENSG00000070610,ENSG00000070610.14,protein_coding,35749245,-,chr9
5165,GBE1,ENSG00000114480,ENSG00000114480.13,protein_coding,81761660,-,chr3
5166,GBF1,ENSG00000107862,ENSG00000107862.6,protein_coding,102245545,+,chr10
5167,GBGT1,ENSG00000148288,ENSG00000148288.13,protein_coding,133163920,-,chr9
5168,GBP1,ENSG00000117228,ENSG00000117228.11,protein_coding,89065223,-,chr1
5169,GBP2,ENSG00000162645,ENSG00000162645.13,protein_coding,89126133,-,chr1
5170,GBP3,ENSG00000117226,ENSG00000117226.12,protein_coding,89022877,-,chr1
5171,GBP4,ENSG00000162654,ENSG00000162654.9,protein_coding,89198953,-,chr1
5172,GBP5,ENSG00000154451,ENSG00000154451.14,protein_coding,89272874,-,chr1
5173,GBP6,ENSG00000183347,ENSG00000183347.15,protein_coding,89364068,+,chr1
5174,GBP7,ENSG00000213512,ENSG00000213512.3,protein_coding,89176018,-,chr1
5175,GBX1,ENSG00000164900,ENSG00000164900.5,protein_coding,151167698,-,chr7
5176,GBX2,ENSG00000168505,ENSG00000168505.7,protein_coding,236168395,-,chr2
5177,GC,ENSG00000145321,ENSG00000145321.13,protein_coding,71784085,-,chr4
5178,GCA,ENSG00000115271,ENSG00000115271.11,protein_coding,162344157,+,chr2
5179,GCAT,ENSG00000100116,ENSG00000100116.17,protein_coding,37807974,+,chr22
5180,GCC1,ENSG00000179562,ENSG00000179562.3,protein_coding,127585625,-,chr7
5181,GCC2,ENSG00000135968,ENSG00000135968.21,protein_coding,108449236,+,chr2
5182,GCDH,ENSG00000105607,ENSG00000105607.13,protein_coding,12891187,+,chr19
5183,GCFC2,ENSG00000005436,ENSG00000005436.14,protein_coding,75710928,-,chr2
5184,GCG,ENSG00000115263,ENSG00000115263.15,protein_coding,162152255,-,chr2
5185,GCGR,ENSG00000215644,ENSG00000215644.10,protein_coding,81804158,+,chr17
5186,GCH1,ENSG00000131979,ENSG00000131979.20,protein_coding,54902833,-,chr14
5187,GCHFR,ENSG00000137880,ENSG00000137880.6,protein_coding,40764110,+,chr15
5188,GCK,ENSG00000106633,ENSG00000106633.18,protein_coding,44189456,-,chr7
5189,GCKR,ENSG00000084734,ENSG00000084734.9,protein_coding,27496856,+,chr2
5190,GCLC,ENSG00000001084,ENSG00000001084.13,protein_coding,53545108,-,chr6
5191,GCLM,ENSG00000023909,ENSG00000023909.10,protein_coding,93909438,-,chr1
5192,GCM1,ENSG00000137270,ENSG00000137270.11,protein_coding,53148846,-,chr6
5193,GCM2,ENSG00000124827,ENSG00000124827.7,protein_coding,10882041,-,chr6
5194,GCNT1,ENSG00000187210,ENSG00000187210.14,protein_coding,76459234,+,chr9
5195,GCNT2,ENSG00000111846,ENSG00000111846.19,protein_coding,10528533,+,chr6
5196,GCNT3,ENSG00000140297,ENSG00000140297.13,protein_coding,59611793,+,chr15
5197,GCNT4,ENSG00000176928,ENSG00000176928.7,protein_coding,75029598,-,chr5
5198,GCOM1,ENSG00000137878,ENSG00000137878.17,protein_coding,57591918,+,chr15
5199,GCSH,ENSG00000140905,ENSG00000140905.11,protein_coding,81096429,-,chr16
5200,GDA,ENSG00000119125,ENSG00000119125.17,protein_coding,72149476,+,chr9
5201,GDAP1,ENSG00000104381,ENSG00000104381.14,protein_coding,74350459,+,chr8
5202,GDAP1L1,ENSG00000124194,ENSG00000124194.17,protein_coding,44247326,+,chr20
5203,GDAP2,ENSG00000196505,ENSG00000196505.11,protein_coding,117929639,-,chr1
5204,GDE1,ENSG00000006007,ENSG00000006007.12,protein_coding,19522128,-,chr16
5205,GDF11,ENSG00000135414,ENSG00000135414.10,protein_coding,55743127,+,chr12
5206,GDF15,ENSG00000130513,ENSG00000130513.6,protein_coding,18386167,+,chr19
5207,GDF3,ENSG00000184344,ENSG00000184344.4,protein_coding,7695782,-,chr12
5208,GDF5,ENSG00000125965,ENSG00000125965.9,protein_coding,35438265,-,chr20
