chromosome_name,start,end,locus_id,color,strand,start2,end2,RGB,p,gene_name,Gene stable ID,gene_id
chrX,148627001,148627020,"p14@CXorf40A,0.1714",-3.0,+,148627001,148627020,"30,144,255",p14,CXorf40A,ENSG00000268314,ENSG00000268314.1
chrX,149107085,149107092,"p5@CXorf40B,0.4592",-56.0,-,149107085,149107092,"60,179,113",p5,CXorf40B,ENSG00000197021,ENSG00000197021.4
chrX,149107085,149107092,"p5@CXorf40B,0.4592",-56.0,-,149107085,149107092,"60,179,113",p5,CXorf40B,ENSG00000268871,ENSG00000268871.1
chrX,118676958,118676959,"p3@CXorf56,0.1261",-228.0,-,118676958,118676959,"211,211,211",p3,CXorf56,ENSG00000018610,ENSG00000018610.9
chrX,105855525,105855547,"p7@CXorf57,0.2618",-339.0,+,105855525,105855547,"60,179,113",p7,CXorf57,ENSG00000147231,ENSG00000147231.9
chrX,23926103,23926125,"p2@CXorf58,0.3310",0.0,+,23926103,23926125,"60,179,113",p2,CXorf58,ENSG00000165182,ENSG00000165182.6
chrX,125953692,125953697,"p3@CXorf64,0.3527",-49.0,+,125953692,125953697,"60,179,113",p3,CXorf64,ENSG00000183631,ENSG00000183631.4
chrX,70324777,70324784,"p4@CXorf65,0.1133",-479.0,-,70324777,70324784,"211,211,211",p4,CXorf65,ENSG00000204165,ENSG00000204165.5
chrX,139047669,139047684,"p1@CXorf66,0.0903",0.0,-,139047669,139047684,"211,211,211",p1,CXorf66,ENSG00000203933,ENSG00000203933.2
chrX,51150154,51150161,"p2@CXorf67,0.2383",387.0,+,51150154,51150161,"60,179,113",p2,CXorf67,ENSG00000187690,ENSG00000187690.2
chrX,51150154,51150161,"p2@CXorf67,0.2383",387.0,+,51150154,51150161,"60,179,113",p2,CXorf67,ENSG00000269448,ENSG00000269448.1
chr17,61518157,61518158,"p22@CYB561,0.4836",48.0,-,61518157,61518158,"60,179,113",p22,CYB561,ENSG00000008283,ENSG00000008283.11
chr1,110036670,110036679,"p4@CYB561D1,0.5808",0.0,+,110036670,110036679,"60,179,113",p4,CYB561D1,ENSG00000174151,ENSG00000174151.10
chr3,50388077,50388106,"p5@CYB561D2,0.2522",-19.0,+,50388077,50388106,"60,179,113",p5,CYB561D2,ENSG00000114395,ENSG00000114395.6
chr18,71921081,71921082,"p6@CYB5A,0.1398",-182.0,-,71921081,71921082,"211,211,211",p6,CYB5A,ENSG00000166347,ENSG00000166347.14
chr16,69458161,69458162,"p5@CYB5B,0.2904",-265.0,+,69458161,69458162,"60,179,113",p5,CYB5B,ENSG00000103018,ENSG00000103018.12
chr17,7761946,7761947,"p17@CYB5D1,0.2423",-313.0,+,7761946,7761947,"60,179,113",p17,CYB5D1,ENSG00000182224,ENSG00000182224.7
chr17,4046520,4046527,"p6@CYB5D2,0.4887",58.0,+,4046520,4046527,"60,179,113",p6,CYB5D2,ENSG00000167740,ENSG00000167740.5
chr1,202935923,202935932,"p9@CYB5R1,0.1767",-235.0,-,202935923,202935932,"30,144,255",p9,CYB5R1,ENSG00000159348,ENSG00000159348.8
chr11,7690540,7690542,"p27@CYB5R2,0.1141",5.0,-,7690540,7690542,"211,211,211",p27,CYB5R2,ENSG00000166394,ENSG00000166394.10
chr22,43040581,43040584,"p38@CYB5R3,0.6466",52.0,-,43040581,43040584,"60,179,113",p38,CYB5R3,ENSG00000100243,ENSG00000100243.16
chr6,84569564,84569573,"p3@CYB5R4,0.1568",189.0,+,84569564,84569573,"30,144,255",p3,CYB5R4,ENSG00000065615,ENSG00000065615.9
chr1,54665748,54665752,"p4@CYB5RL,0.5580",-2.0,-,54665748,54665752,"60,179,113",p4,CYB5RL,ENSG00000215883,ENSG00000215883.5
chr16,88711833,88711839,"p8@CYBA,0.1957",249.0,-,88711833,88711839,"30,144,255",p8,CYBA,ENSG00000051523,ENSG00000051523.6
chrX,37657858,37657859,"p11@CYBB,0.1014",-324.0,+,37657858,37657859,"211,211,211",p11,CYBB,ENSG00000165168,ENSG00000165168.6
chrX,37657858,37657859,"p11@CYBB,0.1014",-324.0,+,37657858,37657859,"211,211,211",p11,CYBB,ENSG00000268765,ENSG00000268765.1
chr2,172412832,172412835,"p32@CYBRD1,0.0438",430.0,+,172412832,172412835,"211,211,211",p32,CYBRD1,ENSG00000071967,ENSG00000071967.7
chr8,145150506,145150511,"p15@CYC1,0.2898",117.0,+,145150506,145150511,"60,179,113",p15,CYC1,ENSG00000179091,ENSG00000179091.4
chr7,25161686,25161687,"p10@CYCS,0.0811",-482.0,-,25161686,25161687,"211,211,211",p10,CYCS,ENSG00000172115,ENSG00000172115.4
chr6,34187177,34187187,"p2@CYCSP55,0.2967",-28.0,+,34187177,34187187,"60,179,113",p2,CYCSP55,ENSG00000214810,ENSG00000214810.4
chr15,22921470,22921471,"p14@CYFIP1,0.5056",51.0,+,22921470,22921471,"60,179,113",p14,CYFIP1,ENSG00000068793,ENSG00000068793.13
chr5,156788484,156788485,"p53@CYFIP2,0.1241",71.0,+,156788484,156788485,"211,211,211",p53,CYFIP2,ENSG00000055163,ENSG00000055163.14
chr17,74523489,74523490,"p38@CYGB,0.0707",473.0,-,74523489,74523490,"211,211,211",p38,CYGB,ENSG00000161544,ENSG00000161544.5
chr8,145688036,145688037,"p10@CYHR1,0.2522",-238.0,-,145688036,145688037,"60,179,113",p10,CYHR1,ENSG00000187954,ENSG00000187954.8
chrX,83128002,83128003,"p2@CYLC1,0.0548",3.0,+,83128002,83128003,"211,211,211",p2,CYLC1,ENSG00000183035,ENSG00000183035.8
chr9,105757590,105757636,"p1@CYLC2,0.0797",0.0,+,105757590,105757636,"211,211,211",p1,CYLC2,ENSG00000155833,ENSG00000155833.10
chr16,50783540,50783547,"p15@CYLD,0.2390",53.0,+,50783540,50783547,"60,179,113",p15,CYLD,ENSG00000083799,ENSG00000083799.13
chr1,111016378,111016387,"p3@CYMP,0.1237",0.0,+,111016378,111016387,"211,211,211",p3,CYMP,ENSG00000240194,ENSG00000240194.2
chr15,74635611,74635630,"p18@CYP11A1,0.1699",-151.0,-,74635611,74635630,"30,144,255",p18,CYP11A1,ENSG00000140459,ENSG00000140459.13
chr8,143961300,143961301,"p3@CYP11B1,0.2927",-38.0,-,143961300,143961301,"60,179,113",p3,CYP11B1,ENSG00000160882,ENSG00000160882.7
chr10,104591386,104591387,"p12@CYP17A1,0.1316",72.0,-,104591386,104591387,"211,211,211",p12,CYP17A1,ENSG00000148795,ENSG00000148795.5
chr10,104592287,104592292,"p1@CYP17A1-AS1,0.1506",-185.0,+,104592287,104592292,"30,144,255",p1,CYP17A1-AS1,ENSG00000203886,ENSG00000203886.4
chr15,51630104,51630105,"p31@CYP19A1,0.1340",0.0,-,51630104,51630105,"211,211,211",p31,CYP19A1,ENSG00000137869,ENSG00000137869.9
chr15,75018228,75018232,"p7@CYP1A1,0.1134",-277.0,-,75018228,75018232,"211,211,211",p7,CYP1A1,ENSG00000140465,ENSG00000140465.9
chr15,75042405,75042411,"p8@CYP1A2,0.0974",333.0,+,75042405,75042411,"211,211,211",p8,CYP1A2,ENSG00000140505,ENSG00000140505.6
chr2,38337265,38337266,"p53@CYP1B1,0.1154",-221.0,-,38337265,38337266,"211,211,211",p53,CYP1B1,ENSG00000138061,ENSG00000138061.7
chr2,38325766,38325770,"p8@CYP1B1-AS1,0.2602",44.0,+,38325766,38325770,"60,179,113",p8,CYP1B1-AS1,ENSG00000232973,ENSG00000232973.7
chr2,204161580,204161599,"p3@CYP20A1,0.0934",-302.0,+,204161580,204161599,"211,211,211",p3,CYP20A1,ENSG00000119004,ENSG00000119004.10
chr6,31973457,31973458,"p1@CYP21A1P,0.2518",-7.0,+,31973457,31973458,"60,179,113",p1,CYP21A1P,ENSG00000204338,ENSG00000204338.4
chr6,31973457,31973458,"p1@CYP21A1P,0.2518",-7.0,+,31973457,31973458,"60,179,113",p1,CYP21A1P,ENSG00000229856,ENSG00000229856.3
chr6,31973457,31973458,"p1@CYP21A1P,0.2518",-7.0,+,31973457,31973458,"60,179,113",p1,CYP21A1P,ENSG00000231759,ENSG00000231759.3
chr6,31973457,31973458,"p1@CYP21A1P,0.2518",-7.0,+,31973457,31973458,"60,179,113",p1,CYP21A1P,ENSG00000239882,ENSG00000239882.3
chr6,31973347,31973350,"p3@CYP21A2,0.2403",0.0,+,31973347,31973350,"60,179,113",p3,CYP21A2,ENSG00000233151,ENSG00000233151.2
chr6,31973347,31973350,"p3@CYP21A2,0.2403",0.0,+,31973347,31973350,"60,179,113",p3,CYP21A2,ENSG00000198457,ENSG00000198457.9
chr6,31973347,31973350,"p3@CYP21A2,0.2403",0.0,+,31973347,31973350,"60,179,113",p3,CYP21A2,ENSG00000206338,ENSG00000206338.5
chr6,31973347,31973350,"p3@CYP21A2,0.2403",0.0,+,31973347,31973350,"60,179,113",p3,CYP21A2,ENSG00000231852,ENSG00000231852.2
chr6,31973347,31973350,"p3@CYP21A2,0.2403",0.0,+,31973347,31973350,"60,179,113",p3,CYP21A2,ENSG00000232414,ENSG00000232414.2
chr6,31973347,31973350,"p3@CYP21A2,0.2403",0.0,+,31973347,31973350,"60,179,113",p3,CYP21A2,ENSG00000235134,ENSG00000235134.3
chr20,52790634,52790635,"p20@CYP24A1,0.2628",-118.0,-,52790634,52790635,"60,179,113",p20,CYP24A1,ENSG00000019186,ENSG00000019186.5
chr10,94833422,94833423,"p11@CYP26A1,0.1819",190.0,+,94833422,94833423,"30,144,255",p11,CYP26A1,ENSG00000095596,ENSG00000095596.7
chr2,72375427,72375428,"p21@CYP26B1,0.1748",-260.0,-,72375427,72375428,"30,144,255",p21,CYP26B1,ENSG00000003137,ENSG00000003137.4
chr10,94820636,94820638,"p6@CYP26C1,0.2928",-382.0,+,94820636,94820638,"60,179,113",p6,CYP26C1,ENSG00000187553,ENSG00000187553.5
chr2,219670678,219670679,"p13@CYP27A1,0.2581",41.0,+,219670678,219670679,"60,179,113",p13,CYP27A1,ENSG00000135929,ENSG00000135929.4
chr12,58160031,58160034,"p10@CYP27B1,0.2264",259.0,-,58160031,58160034,"30,144,255",p10,CYP27B1,ENSG00000111012,ENSG00000111012.5
chr2,127977978,127977988,"p7@CYP27C1,0.2233",-324.0,-,127977978,127977988,"30,144,255",p7,CYP27C1,ENSG00000186684,ENSG00000186684.8
chr19,41594355,41594356,"p1@CYP2A13,0.1522",-11.0,+,41594355,41594356,"30,144,255",p1,CYP2A13,ENSG00000197838,ENSG00000197838.4
chr19,41356347,41356353,"p1@CYP2A6,0.1420",0.0,-,41356347,41356353,"30,144,255",p1,CYP2A6,ENSG00000255974,ENSG00000255974.2
chr19,41388131,41388137,"p1@CYP2A7,0.1426",-8.0,-,41388131,41388137,"30,144,255",p1,CYP2A7,ENSG00000198077,ENSG00000198077.6
chr19,41515529,41515532,"p13@CYP2B6,0.3468",-49.0,+,41515529,41515532,"60,179,113",p13,CYP2B6,ENSG00000197408,ENSG00000197408.4
chr10,96443628,96443635,"p11@CYP2C18,0.2397",51.0,+,96443628,96443635,"60,179,113",p11,CYP2C18,ENSG00000108242,ENSG00000108242.8
chr10,96447864,96447872,"p4@CYP2C19,0.0958",-9.0,+,96447864,96447872,"211,211,211",p4,CYP2C19,ENSG00000165841,ENSG00000165841.5
chr10,96805650,96805674,"p5@CYP2C8,0.0782",12.0,-,96805650,96805674,"211,211,211",p5,CYP2C8,ENSG00000138115,ENSG00000138115.9
chr10,96701641,96701655,"p3@CYP2C9,0.0902",-20.0,+,96701641,96701655,"211,211,211",p3,CYP2C9,ENSG00000138109,ENSG00000138109.9
chr22,42525801,42525843,"p3@CYP2D6,0.2474",67.0,-,42525801,42525843,"60,179,113",p3,CYP2D6,ENSG00000100197,ENSG00000100197.16
chr22,42525801,42525843,"p3@CYP2D6,0.2474",67.0,-,42525801,42525843,"60,179,113",p3,CYP2D6,ENSG00000272000,ENSG00000272000.2
chr22,42525801,42525843,"p3@CYP2D6,0.2474",67.0,-,42525801,42525843,"60,179,113",p3,CYP2D6,ENSG00000272532,ENSG00000272532.2
chr10,135345348,135345349,"p32@CYP2E1,0.1603",268.0,+,135345348,135345349,"30,144,255",p32,CYP2E1,ENSG00000130649,ENSG00000130649.5
chr19,41620293,41620298,"p2@CYP2F1,0.2798",-38.0,+,41620293,41620298,"60,179,113",p2,CYP2F1,ENSG00000197446,ENSG00000197446.4
chr1,60392663,60392664,"p5@CYP2J2,0.2392",-201.0,-,60392663,60392664,"60,179,113",p5,CYP2J2,ENSG00000134716,ENSG00000134716.5
chr11,14913036,14913044,"p15@CYP2R1,0.5371",0.0,-,14913036,14913044,"60,179,113",p15,CYP2R1,ENSG00000262968,ENSG00000262968.1
chr11,14913036,14913044,"p15@CYP2R1,0.5371",0.0,-,14913036,14913044,"60,179,113",p15,CYP2R1,ENSG00000186104,ENSG00000186104.6
chr19,41698794,41698797,"p14@CYP2S1,0.1029",-317.0,+,41698794,41698797,"211,211,211",p14,CYP2S1,ENSG00000167600,ENSG00000167600.9
chr4,108871501,108871502,"p6@CYP2U1,0.1069",-334.0,+,108871501,108871502,"211,211,211",p6,CYP2U1,ENSG00000155016,ENSG00000155016.13
chr7,1022573,1022574,"p7@CYP2W1,0.2102",-260.0,+,1022573,1022574,"30,144,255",p7,CYP2W1,ENSG00000073067,ENSG00000073067.9
chr6,46605768,46605778,"p11@CYP39A1,0.0793",-146.0,-,46605768,46605778,"211,211,211",p11,CYP39A1,ENSG00000146233,ENSG00000146233.3
chr7,99377651,99377658,"p4@CYP3A4,0.1083",17.0,-,99377651,99377658,"211,211,211",p4,CYP3A4,ENSG00000160868,ENSG00000160868.10
chr7,99453079,99453109,"p2@CYP3A43,0.0729",-1.0,+,99453079,99453109,"211,211,211",p2,CYP3A43,ENSG00000021461,ENSG00000021461.12
chr7,99270950,99270951,"p8@CYP3A5,0.0710",-412.0,-,99270950,99270951,"211,211,211",p8,CYP3A5,ENSG00000106258,ENSG00000106258.9
chr7,99332903,99332923,"p2@CYP3A7,p4@CYP3A5,0.1502",-82.0,-,99332903,99332923,"30,144,255",p2,CYP3A7,ENSG00000160870,ENSG00000160870.8
chr14,100150557,100150560,"p6@CYP46A1,0.6381",-80.0,+,100150557,100150560,"60,179,113",p6,CYP46A1,ENSG00000036530,ENSG00000036530.4
chr1,47399881,47399890,"p5@CYP4A11,0.1072",27.0,-,47399881,47399890,"211,211,211",p5,CYP4A11,ENSG00000187048,ENSG00000187048.8
chr1,47603232,47603234,"p4@CYP4A22,0.2472",125.0,+,47603232,47603234,"60,179,113",p4,CYP4A22,ENSG00000162365,ENSG00000162365.7
chr1,47264831,47264832,"p7@CYP4B1,0.2097",161.0,+,47264831,47264832,"30,144,255",p7,CYP4B1,ENSG00000142973,ENSG00000142973.8
chr19,16045099,16045104,"p12@CYP4F11,0.3081",113.0,-,16045099,16045104,"60,179,113",p12,CYP4F11,ENSG00000171903,ENSG00000171903.12
chr19,15784260,15784261,"p6@CYP4F12,0.5857",-26.0,+,15784260,15784261,"60,179,113",p6,CYP4F12,ENSG00000186204,ENSG00000186204.10
chr19,16008880,16008885,"p1@CYP4F2,p2@CYP4F3,0.1200",0.0,-,16008880,16008885,"211,211,211",p1,CYP4F2,ENSG00000186115,ENSG00000186115.8
chr19,15619190,15619191,"p4@CYP4F22,0.2729",-144.0,+,15619190,15619191,"60,179,113",p4,CYP4F22,ENSG00000171954,ENSG00000171954.8
chr19,15890820,15890827,"p3@CYP4F24P,0.5702",-22.0,-,15890820,15890827,"60,179,113",p3,CYP4F24P,ENSG00000267594,ENSG00000267594.5
chr19,15752373,15752374,"p15@CYP4F3,0.0881",177.0,+,15752373,15752374,"211,211,211",p15,CYP4F3,ENSG00000186529,ENSG00000186529.10
chr19,15725868,15725869,"p5@CYP4F8,0.2343",-159.0,+,15725868,15725869,"60,179,113",p5,CYP4F8,ENSG00000186526,ENSG00000186526.8
chr4,187125435,187125436,"p25@CYP4V2,0.2966",-11.0,+,187125435,187125436,"60,179,113",p25,CYP4V2,ENSG00000145476,ENSG00000145476.11
chr1,47427375,47427377,"p16@CYP4X1,0.1011",339.0,+,47427375,47427377,"211,211,211",p16,CYP4X1,ENSG00000186377,ENSG00000186377.6
chr1,47533018,47533019,"p3@CYP4Z1,0.1261",-140.0,+,47533018,47533019,"211,211,211",p3,CYP4Z1,ENSG00000186160,ENSG00000186160.4
chr1,47366146,47366153,"p1@CYP4Z2P,0.1046",0.0,-,47366146,47366153,"211,211,211",p1,CYP4Z2P,ENSG00000154198,ENSG00000154198.10
chr7,91772263,91772271,"p8@CYP51A1,0.1952",0.0,-,91772263,91772271,"30,144,255",p8,CYP51A1,ENSG00000001630,ENSG00000001630.11
chr8,59412747,59412751,"p2@CYP7A1,0.2423",-27.0,-,59412747,59412751,"60,179,113",p2,CYP7A1,ENSG00000167910,ENSG00000167910.3
chr8,65528562,65528563,"p16@CYP7B1,0.0992",-191.0,-,65528562,65528563,"211,211,211",p16,CYP7B1,ENSG00000172817,ENSG00000172817.3
chr3,42916947,42916948,"p13@CYP8B1,0.1294",243.0,-,42916947,42916948,"211,211,211",p13,CYP8B1,ENSG00000180432,ENSG00000180432.4
chr1,86048019,86048020,"p67@CYR61,0.1521",310.0,+,86048019,86048020,"30,144,255",p67,CYR61,ENSG00000142871,ENSG00000142871.11
chr2,10220206,10220207,"p5@CYS1,0.3713",-30.0,-,10220206,10220207,"60,179,113",p5,CYS1,ENSG00000205795,ENSG00000205795.4
chrX,77583215,77583216,"p10@CYSLTR1,0.1971",-128.0,-,77583215,77583216,"30,144,255",p10,CYSLTR1,ENSG00000173198,ENSG00000173198.4
chr13,49227815,49227824,"p8@CYSLTR2,0.2929",-40.0,+,49227815,49227824,"60,179,113",p8,CYSLTR2,ENSG00000152207,ENSG00000152207.3
chr17,76723857,76723858,"p32@CYTH1,0.1463",188.0,-,76723857,76723858,"30,144,255",p32,CYTH1,ENSG00000108669,ENSG00000108669.12
chr19,48973014,48973019,"p11@CYTH2,0.3349",123.0,+,48973014,48973019,"60,179,113",p11,CYTH2,ENSG00000105443,ENSG00000105443.9
chr7,6212704,6212706,"p13@CYTH3,0.3196",0.0,-,6212704,6212706,"60,179,113",p13,CYTH3,ENSG00000008256,ENSG00000008256.11
chr22,37687760,37687761,"p10@CYTH4,0.1623",-423.0,+,37687760,37687761,"30,144,255",p10,CYTH4,ENSG00000100055,ENSG00000100055.16
chr2,158300936,158300941,"p12@CYTIP,0.0634",-282.0,-,158300936,158300941,"211,211,211",p12,CYTIP,ENSG00000115165,ENSG00000115165.5
chr4,5021337,5021371,"p2@CYTL1,0.1920",-138.0,-,5021337,5021371,"30,144,255",p2,CYTL1,ENSG00000170891,ENSG00000170891.6
chr21,27945755,27945770,"p14@CYYR1,0.3276",-152.0,-,27945755,27945770,"60,179,113",p14,CYYR1,ENSG00000166265,ENSG00000166265.7
chrY,23613806,23613816,"p3@CYorf17,0.2318",-74.0,-,23613806,23613816,"60,179,113",p3,CYorf17,ENSG00000183146,ENSG00000183146.4
chr2,242688238,242688239,"p6@D2HGDH,0.1580",-5.0,+,242688238,242688239,"30,144,255",p6,D2HGDH,ENSG00000180902,ENSG00000180902.12
chr14,59790855,59790856,"p12@DAAM1,0.1173",-211.0,+,59790855,59790856,"211,211,211",p12,DAAM1,ENSG00000100592,ENSG00000100592.11
chr6,39824134,39824137,"p22@DAAM2,0.2539",111.0,+,39824134,39824137,"60,179,113",p22,DAAM2,ENSG00000146122,ENSG00000146122.12
chr1,57889283,57889284,"p28@DAB1,0.3260",-411.0,-,57889283,57889284,"60,179,113",p28,DAB1,ENSG00000173406,ENSG00000173406.11
chr5,39381554,39381556,"p54@DAB2,0.2873",43.0,-,39381554,39381556,"60,179,113",p54,DAB2,ENSG00000153071,ENSG00000153071.10
chr9,124360381,124360386,"p44@DAB2IP,0.3958",-160.0,+,124360381,124360386,"60,179,113",p44,DAB2IP,ENSG00000136848,ENSG00000136848.12
chr13,72441610,72441611,"p34@DACH1,0.1426",-280.0,-,72441610,72441611,"30,144,255",p34,DACH1,ENSG00000165659,ENSG00000165659.12
chrX,85403686,85403697,"p5@DACH2,0.2922",231.0,+,85403686,85403697,"60,179,113",p5,DACH2,ENSG00000126733,ENSG00000126733.16
chr14,59105024,59105025,"p15@DACT1,0.3641",105.0,+,59105024,59105025,"60,179,113",p15,DACT1,ENSG00000165617,ENSG00000165617.10
chr6,168720217,168720235,"p10@DACT2,0.3652",166.0,-,168720217,168720235,"60,179,113",p10,DACT2,ENSG00000164488,ENSG00000164488.7
chr19,47157993,47157997,"p9@DACT3,0.5612",-79.0,-,47157993,47157997,"60,179,113",p9,DACT3,ENSG00000197380,ENSG00000197380.6
chr14,23058324,23058331,"p6@DAD1,0.2651",-149.0,-,23058324,23058331,"60,179,113",p6,DAD1,ENSG00000129562,ENSG00000129562.6
chr3,49506286,49506287,"p21@DAG1,0.1412",140.0,+,49506286,49506287,"30,144,255",p21,DAG1,ENSG00000173402,ENSG00000173402.7
chr11,61447661,61447670,"p7@DAGLA,0.1691",-234.0,+,61447661,61447670,"30,144,255",p7,DAGLA,ENSG00000134780,ENSG00000134780.5
chr7,6476125,6476131,"p5@DAGLB,0.2072",34.0,-,6476125,6476131,"30,144,255",p5,DAGLB,ENSG00000164535,ENSG00000164535.10
chr11,61114499,61114500,"p23@DAK,0.1206",-89.0,+,61114499,61114500,"211,211,211",p23,DAK,ENSG00000149476,ENSG00000149476.10
chr3,49058461,49058463,"p28@DALRD3,0.7613",3.0,-,49058461,49058463,"60,179,113",p28,DALRD3,ENSG00000178149,ENSG00000178149.12
chr19,13080373,13080377,"p6@DAND5,0.4332",49.0,+,13080373,13080377,"60,179,113",p6,DAND5,ENSG00000179284,ENSG00000179284.4
chr12,109278686,109278687,"p8@DAO,0.1717",-86.0,+,109278686,109278687,"30,144,255",p8,DAO,ENSG00000110887,ENSG00000110887.3
chr5,10761461,10761465,"p6@DAP,0.3190",-74.0,-,10761461,10761465,"60,179,113",p6,DAP,ENSG00000112977,ENSG00000112977.11
chr1,155658551,155658554,"p13@DAP3,0.1654",-294.0,+,155658551,155658554,"30,144,255",p13,DAP3,ENSG00000132676,ENSG00000132676.11
chr9,90253950,90253957,"p33@DAPK1,0.0961",-395.0,+,90253950,90253957,"211,211,211",p33,DAPK1,ENSG00000196730,ENSG00000196730.8
chr15,64338528,64338556,"p4@DAPK2,0.4004",-7.0,-,64338528,64338556,"60,179,113",p4,DAPK2,ENSG00000035664,ENSG00000035664.7
chr19,3969742,3969746,"p5@DAPK3,0.3408",79.0,-,3969742,3969746,"60,179,113",p5,DAPK3,ENSG00000167657,ENSG00000167657.7
chr2,159651821,159651836,"p1@DAPL1,0.1064",0.0,+,159651821,159651836,"211,211,211",p1,DAPL1,ENSG00000163331,ENSG00000163331.6
chr4,100738030,100738037,"p3@DAPP1,0.3036",23.0,+,100738030,100738037,"60,179,113",p3,DAPP1,ENSG00000070190,ENSG00000070190.8
chr1,159174184,159174185,"p24@DARC,0.0966",-324.0,+,159174184,159174185,"211,211,211",p24,DARC,ENSG00000213088,ENSG00000213088.5
chr2,136738076,136738080,"p20@DARS,0.2543",40.0,-,136738076,136738080,"60,179,113",p20,DARS,ENSG00000115866,ENSG00000115866.6
chr1,173800368,173800370,"p11@DARS2,0.0792",-330.0,+,173800368,173800370,"211,211,211",p11,DARS2,ENSG00000117593,ENSG00000117593.8
chr6,33287786,33287787,"p27@DAXX,0.1672",-165.0,-,33287786,33287787,"30,144,255",p27,DAXX,ENSG00000229396,ENSG00000229396.1
chr6,33287786,33287787,"p27@DAXX,0.1672",-165.0,-,33287786,33287787,"30,144,255",p27,DAXX,ENSG00000206279,ENSG00000206279.6
chr6,33287786,33287787,"p27@DAXX,0.1672",-165.0,-,33287786,33287787,"30,144,255",p27,DAXX,ENSG00000231617,ENSG00000231617.4
chr6,33287786,33287787,"p27@DAXX,0.1672",-165.0,-,33287786,33287787,"30,144,255",p27,DAXX,ENSG00000204209,ENSG00000204209.6
chr6,33287786,33287787,"p27@DAXX,0.1672",-165.0,-,33287786,33287787,"30,144,255",p27,DAXX,ENSG00000227046,ENSG00000227046.4
chr6,33287786,33287787,"p27@DAXX,0.1672",-165.0,-,33287786,33287787,"30,144,255",p27,DAXX,ENSG00000206206,ENSG00000206206.7
chr19,1415787,1415794,"p8@DAZAP1,0.2168",-174.0,+,1415787,1415794,"30,144,255",p8,DAZAP1,ENSG00000071626,ENSG00000071626.12
chr12,51632413,51632415,"p8@DAZAP2,0.4763",-92.0,+,51632413,51632415,"60,179,113",p8,DAZAP2,ENSG00000183283,ENSG00000183283.11
chr3,16646766,16646826,"p6@DAZL,0.3528",179.0,-,16646766,16646826,"60,179,113",p6,DAZL,ENSG00000092345,ENSG00000092345.9
chr7,87536700,87536704,"p9@DBF4,0.0549",110.0,+,87536700,87536704,"211,211,211",p9,DBF4,ENSG00000006634,ENSG00000006634.3
chr17,42826952,42826954,"p7@DBF4B,0.1804",-358.0,+,42826952,42826954,"30,144,255",p7,DBF4B,ENSG00000161692,ENSG00000161692.13
chr9,136501400,136501405,"p4@DBH,0.3300",-76.0,+,136501400,136501405,"60,179,113",p4,DBH,ENSG00000123454,ENSG00000123454.6
chr2,120127630,120127662,"p11@DBI,0.1057",-130.0,+,120127630,120127662,"211,211,211",p11,DBI,ENSG00000155368,ENSG00000155368.12
chr17,655868,655871,"p8@DBIL5P,0.6047",-28.0,+,655868,655871,"60,179,113",p8,DBIL5P,ENSG00000231784,ENSG00000231784.4
chr6,80146708,80146725,"p3@DBIP1,0.0967",158.0,-,80146708,80146725,"211,211,211",p3,DBIP1,ENSG00000218748,ENSG00000218748.1
chr5,176900841,176900842,"p29@DBN1,0.2754",-99.0,-,176900841,176900842,"60,179,113",p29,DBN1,ENSG00000113758,ENSG00000113758.9
chr16,90086085,90086091,"p15@DBNDD1,0.2709",-148.0,-,90086085,90086091,"60,179,113",p15,DBNDD1,ENSG00000003249,ENSG00000003249.9
chr20,44036193,44036194,"p41@DBNDD2,0.1564",346.0,+,44036193,44036194,"30,144,255",p41,DBNDD2,ENSG00000244274,ENSG00000244274.3
chr7,44096429,44096438,"p6@DBNL,0.3508",37.0,+,44096429,44096438,"60,179,113",p6,DBNL,ENSG00000136279,ENSG00000136279.14
chr19,49140311,49140314,"p21@DBP,0.1106",324.0,-,49140311,49140314,"211,211,211",p21,DBP,ENSG00000105516,ENSG00000105516.6
chr3,137893638,137893660,"p3@DBR1,0.3087",40.0,-,137893638,137893660,"60,179,113",p3,DBR1,ENSG00000138231,ENSG00000138231.8
chr1,100676679,100676695,"p3@DBT,0.0988",0.0,-,100676679,100676695,"211,211,211",p3,DBT,ENSG00000137992,ENSG00000137992.10
chr11,20182278,20182279,"p5@DBX1,0.3147",-119.0,-,20182278,20182279,"60,179,113",p5,DBX1,ENSG00000109851,ENSG00000109851.5
chr12,45444816,45444823,"p6@DBX2,0.4873",58.0,-,45444816,45444823,"60,179,113",p6,DBX2,ENSG00000185610,ENSG00000185610.6
chr9,37800437,37800438,"p12@DCAF10,0.2809",-60.0,+,37800437,37800438,"60,179,113",p12,DCAF10,ENSG00000122741,ENSG00000122741.11
chr14,24583290,24583297,"p12@DCAF11,0.4486",-106.0,+,24583290,24583297,"60,179,113",p12,DCAF11,ENSG00000100897,ENSG00000100897.13
chr9,34125698,34125701,"p22@DCAF12,0.5633",0.0,-,34125698,34125701,"60,179,113",p22,DCAF12,ENSG00000198876,ENSG00000198876.8
