	gene_id	gene_type	split	labels	gene_name	TSS	chromosome_name	strand	fpkm_median	tpm_median	fpkm_uq_median
16483	ENSG00000156928	protein_coding	train	0.5902576378377159	MALSU1	23338819	chr7	+	2.99137218350336	4.4324316584076735	3.1207666389914617
16484	ENSG00000157119	protein_coding	valid	-1.4632121967076763	KLHL40	42727011	chr3	+	-6.65835575946984	-5.748553568441419	-6.573466861883327
16485	ENSG00000157181	protein_coding	train	0.7343687600423864	ODR4	186344890	chr1	+	2.59841284968358	4.089540522604114	2.757065929161296
16486	ENSG00000157211	protein_coding	train	-1.3611710784461104	CDCP2	54619443	chr1	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16487	ENSG00000157322	protein_coding	train	-0.7950490148154404	CLEC18A	69985077	chr16	+	-4.262572817270941	-2.905088352974533	-4.1053180261449205
16488	ENSG00000157326	protein_coding	train	0.7190089993522196	DHRS4	24422795	chr14	+	2.0488290477590456	3.575118667348548	2.235635165507578
16489	ENSG00000157353	protein_coding	train	0.231779941078133	FCSK	70488498	chr16	+	1.1983684231025191	2.674709214818265	1.3565945819961316
16490	ENSG00000157399	protein_coding	train	-0.2298210488973066	ARSL	2882325	chrX	-	-1.9083340124781871	-0.4697294523537964	-1.7475843409673495
16491	ENSG00000157502	protein_coding	train	-0.8349553759818076	PWWP3B	105412298	chrX	+	-1.1081142486996134	0.3257317911225541	-0.97171375692089
16492	ENSG00000157538	protein_coding	train	0.6890531850766334	VPS26C	38601784	chr21	-	2.086206300876593	3.576401202840095	2.269242651269285
16493	ENSG00000157654	protein_coding	train	0.9913627781679708	PALM2AKAP2	112542589	chr9	+	1.287649592095005	2.7616895117936417	1.4733713140339082
16494	ENSG00000157693	protein_coding	train	0.3873121618549829	TMEM268	117373486	chr9	+	1.7787132210861067	3.2450696671917347	1.966504298326037
16495	ENSG00000157833	protein_coding	valid	-0.207625533379218	GAREM2	26403585	chr2	+	0.8322824357009758	2.384215624281796	0.9860832196648152
16496	ENSG00000157856	protein_coding	train	-1.3333139103797556	DRC1	26624784	chr2	+	-1.4481148965282753	-0.0566412373221898	-1.2810356642404617
16497	ENSG00000157870	protein_coding	train	0.9235118485901556	PRXL2B	2518219	chr1	+	3.731932639959364	5.158446097769893	3.9238622680760296
16498	ENSG00000158019	protein_coding	train	0.8444011180549108	BABAM2	28113596	chr2	+	3.740258391744473	5.243402511121281	3.933402677263544
16499	ENSG00000158023	protein_coding	train	-0.7587777763432607	CFAP251	122385575	chr12	+	-1.851521384068032	-0.4651415485992813	-1.6583557594698397
16500	ENSG00000158122	protein_coding	train	0.5252506689621689	PRXL2C	99417563	chr9	-	2.237135373764396	3.7378597879201294	2.438931541934545
16501	ENSG00000158246	protein_coding	train	0.2678509053307076	TENT5B	27339327	chr1	-	1.1006413159734691	2.5538273989146822	1.3002994736656384
16502	ENSG00000158301	protein_coding	valid	0.2290427681141623	GPRASP2	101967257	chrX	+	0.1650436494830444	1.698174018524233	0.3855966960122453
16503	ENSG00000158428	protein_coding	train	-1.3369350280444177	CATIP	219230231	chr2	+	-3.316168825598677	-1.8365012677171204	-3.110292841560213
16504	ENSG00000158435	protein_coding	train	1.2167256154413175	CNOT11	101869264	chr2	+	4.435441911636402	5.943021119026648	4.634976542299306
16505	ENSG00000158517	protein_coding	train	-1.0774830330418153	NCF1	74188358	chr7	+	-0.3054317749911664	1.1887806977921418	-0.102991973551682
16506	ENSG00000158636	protein_coding	train	0.3303598064646264	EMSY	76157983	chr11	+	1.367482898138868	2.846212472077966	1.5349580265838954
16507	ENSG00000158669	protein_coding	train	0.9480920463942928	GPAT4	41435719	chr8	+	2.1974565488704507	3.641002604101861	2.418567779299712
16508	ENSG00000158710	protein_coding	train	2.040164574280845	TAGLN2	159895522	chr1	-	8.145312659909091	9.635669515832744	8.315514606242623
16509	ENSG00000158856	protein_coding	test	0.2075393275202415	DMTN	21916686	chr8	+	3.148397263548044	4.692616896444399	3.335654750113601
16510	ENSG00000158941	protein_coding	train	1.1504839033662313	CCAR2	22462145	chr8	+	3.204672862889845	4.668867969580666	3.3528432540545445
16511	ENSG00000159079	protein_coding	train	0.9125927599198822	CFAP298	33984896	chr21	-	1.0360461001568593	2.522482667459512	1.1828194016122056
16512	ENSG00000159086	protein_coding	train	0.8329562694952605	PAXBP1	34144169	chr21	-	1.5809172886632077	3.04675296362416	1.7985897392331036
16513	ENSG00000159182	protein_coding	train	-1.4632121967076763	PRAC1	46799884	chr17	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16514	ENSG00000159199	protein_coding	train	1.1418836937277108	ATP5MC1	46970129	chr17	+	5.262940477317801	6.764054163668046	5.45642177353202
16515	ENSG00000159208	protein_coding	train	0.0179256635149545	CIART	150255259	chr1	+	1.9879392911362248	3.422932645765365	2.145710058105002
16516	ENSG00000159289	protein_coding	train	-1.382692316418072	GOLGA6A	74374891	chr15	-	-6.717856771218502	-5.820106829466453	-6.601211852366231
16517	ENSG00000159374	protein_coding	train	-1.0881194452600402	M1AP	74875164	chr2	-	1.7243010143225852	3.1202855775214977	1.907967405946532
16518	ENSG00000159455	protein_coding	test	-1.4632121967076763	LCE2B	152658599	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16519	ENSG00000159527	protein_coding	train	-1.4632121967076763	PGLYRP3	153283194	chr1	-	-5.853084151912724	-4.486812479629145	-5.733123527871812
16520	ENSG00000159618	protein_coding	train	-0.8496903547794201	ADGRG5	57576567	chr16	+	-2.298317879704717	-0.8569984937575102	-2.1015981400078068
16521	ENSG00000159625	protein_coding	test	-1.2985464054434328	DRC7	57728712	chr16	+	-2.405069330187608	-1.001154617941492	-2.172018427352438
16522	ENSG00000159658	protein_coding	train	1.2235292947192933	EFCAB14	47184736	chr1	-	3.2757222561607486	4.764967103935637	3.4181494601454423
16523	ENSG00000159753	protein_coding	train	-0.3846642358139238	CARMIL2	67678822	chr16	+	-1.324816374212189	0.2107628941863102	-1.113098732313508
16524	ENSG00000159961	protein_coding	train	-1.4632121967076763	OR3A3	3323862	chr17	+	-6.947862376664824	-6.158429362604484	-6.89539495677069
16525	ENSG00000160014	protein_coding	train	2.0878186822922915	CALM3	47111219	chr19	+	5.489478711677325	7.016998777698488	5.696266519035513
16526	ENSG00000160124	protein_coding	train	0.6777750905841842	MIX23	122085609	chr3	-	4.033458242512607	5.571952824879348	4.239268187058535
16527	ENSG00000160221	protein_coding	train	1.1758419192754743	GATD3A	45553487	chr21	+	-3.050502418794428	-1.5691795034802285	-2.8783214434117474
16528	ENSG00000160226	protein_coding	train	0.3274306191159432	CFAP410	45758667	chr21	-	-0.166502663140165	1.2674159430349454	0.0237521358989949
16529	ENSG00000160284	protein_coding	train	0.4839136540984268	SPATC1L	47604373	chr21	-	3.504251727187173	5.022563118521302	3.6852898363026942
16530	ENSG00000160325	protein_coding	train	0.6470597951798341	CACFD1	136325109	chr9	+	2.908409434603408	4.40420149012951	3.135813925789812
16531	ENSG00000160401	protein_coding	train	-1.0081308822566006	CFAP157	130474616	chr9	+	0.0563060603318762	1.5280711645787357	0.2283569542010484
16532	ENSG00000160539	protein_coding	train	-0.1508205453028198	PLPP7	134165081	chr9	+	-2.1552126499209403	-0.7067472435721204	-1.9770995978899213
16533	ENSG00000160593	protein_coding	train	-1.22999449511336	JAML	118095709	chr11	-	-1.7211825969252783	-0.2768346565424147	-1.6012118523662309
16534	ENSG00000160783	protein_coding	train	1.2482565905051772	PMF1	156182798	chr1	+	3.6148040578578713	5.110300596025218	3.785226196598135
16535	ENSG00000160953	protein_coding	train	0.8917952084418043	PWWP3A	1356323	chr19	+	1.1413019876252584	2.602836911803539	1.3467583722268024
16536	ENSG00000161010	protein_coding	train	0.3905145918127902	MRNIP	179285808	chr5	-	1.0393489909500135	2.529795964580091	1.174917695239588
16537	ENSG00000161609	protein_coding	train	-1.442332166007687	KASH5	49891475	chr19	+	-4.594225422050124	-3.221623189091677	-4.4707287562940685
16538	ENSG00000161671	protein_coding	valid	1.6137957401475251	EMC10	50979657	chr19	+	3.6119041673520766	5.102397784554865	3.7939166854997
16539	ENSG00000161807	protein_coding	train	-1.4632121967076763	OR7G1	9226439	chr19	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16540	ENSG00000161835	protein_coding	train	0.3988721909242868	TAMALIN	52400724	chr12	+	1.6576857317427764	3.156574596258744	1.8424157189627184
16541	ENSG00000161992	protein_coding	train	-1.4245135787391872	PRR35	610422	chr16	+	-5.764150423492437	-4.553002759323611	-5.636660688370521
16542	ENSG00000162039	protein_coding	train	-1.1791456525027724	MEIOB	1922179	chr16	-	-2.8262329322632933	-1.3492354408830978	-2.648371670897218
16543	ENSG00000162062	protein_coding	valid	0.1059771655075973	TEDC2	2510119	chr16	+	1.6278869458949972	3.091327477691101	1.815165514087577
16544	ENSG00000162069	protein_coding	train	-1.1587397488892823	BICDL2	3083003	chr16	-	1.608809242675524	3.057363621230939	1.7574500162312905
16545	ENSG00000162144	protein_coding	test	0.4462278218967929	CYB561A3	61128736	chr11	-	1.371112743002397	2.8361059151101364	1.5355055672756777
16546	ENSG00000162194	protein_coding	train	0.8400261874743795	LBHD1	62439237	chr11	-	-1.049904905826314	0.4155423541986967	-0.8836352433082155
16547	ENSG00000162367	protein_coding	valid	-1.219947073286887	TAL1	47695443	chr1	-	-3.5734668618833267	-2.183768949657892	-3.440655033458114
16548	ENSG00000162377	protein_coding	test	0.7585031306074724	COA7	53164038	chr1	-	2.6191312525654897	4.114025468954017	2.78389662496884
16549	ENSG00000162384	protein_coding	train	0.7455651256101946	CZIB	53685592	chr1	-	3.1198375484630163	4.592642407933713	3.303561587981089
16550	ENSG00000162398	protein_coding	train	-1.340584000734003	LEXM	55271736	chr1	+	-2.110292841560213	-0.7531663120894577	-1.864071184473593
16551	ENSG00000162407	protein_coding	train	0.926660704307034	PLPP3	57045241	chr1	-	2.793646223738687	4.22104957493992	3.019737492179962
16552	ENSG00000162430	protein_coding	train	1.435643425609944	SELENON	26126667	chr1	+	5.048715725308547	6.503002014143453	5.214455126043532
16553	ENSG00000162490	protein_coding	train	-1.1296879710750003	DRAXIN	11751786	chr1	+	-2.911586990273275	-1.4390894391201114	-2.700872591587624
16554	ENSG00000162585	protein_coding	train	0.4971084317339489	FAAP20	2125547	chr1	-	2.7719700676981893	4.267505835243764	2.9700805749038075
16555	ENSG00000162600	protein_coding	train	0.4160618432027465	OMA1	59004490	chr1	-	1.8156983805869389	3.336411939120828	2.0289227105960137
16556	ENSG00000162618	protein_coding	train	-0.0157359032878768	ADGRL4	79472403	chr1	-	0.3407331605877317	1.801696720321288	0.4911860964589267
16557	ENSG00000162643	protein_coding	train	-0.9136840070080322	DNAI3	85528069	chr1	+	-2.840629153339797	-1.3510744405468789	-2.6126374591640045
16558	ENSG00000162670	protein_coding	train	-1.3369350280444177	BRINP3	190446759	chr1	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
16559	ENSG00000162727	protein_coding	train	-1.4632121967076763	OR2M5	248308450	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16560	ENSG00000162735	protein_coding	train	1.1337415115498912	PEX19	160254936	chr1	-	4.077858235283228	5.541028448819081	4.250294627569555
16561	ENSG00000162753	protein_coding	train	-1.4158491531920192	SLC9C2	173572233	chr1	-	-3.057691943843816	-1.726901910821509	-2.898618857644976
16562	ENSG00000162825	protein_coding	train	0.3770832818147711	NBPF20	144146812	chr1	-	-3.1328942704973457	-1.7173822785186517	-2.9094175236375577
16563	ENSG00000162894	protein_coding	train	-0.2832772336221432	FCMR	207095343	chr1	-	0.1644001350244114	1.6224618673827302	0.3796209620557083
16564	ENSG00000162929	protein_coding	train	0.2275675039293226	KIAA1841	61293068	chr2	+	-0.1366958406572015	1.32964029003823	0.0288520058474934
16565	ENSG00000162959	protein_coding	train	0.7519003720006153	MEMO1	32235626	chr2	-	-0.015374195390826	1.5046203924035526	0.1935825250816486
16566	ENSG00000162972	protein_coding	train	0.7433287802722253	MAIP1	200820040	chr2	+	3.3120987871669696	4.786392488404498	3.5204599655508235
16567	ENSG00000162976	protein_coding	train	0.7041445680338458	SLC66A3	11295498	chr2	+	4.222449097528351	5.735289291057997	4.414121999196386
16568	ENSG00000162981	protein_coding	train	-0.0192259599535107	LRATD1	14772810	chr2	+	0.4019580664137731	1.885457226053902	0.6311508577251451
16569	ENSG00000162994	protein_coding	train	-0.1339739786221213	CLHC1	55459449	chr2	-	-0.5835925910364322	0.8519189071952044	-0.3930840581747948
16570	ENSG00000163001	protein_coding	train	0.7713324574165678	CFAP36	55746790	chr2	+	3.995158858165373	5.520359384627838	4.178069227373566
16571	ENSG00000163026	protein_coding	train	0.386640257903339	WDCP	24270223	chr2	-	1.4120769388326873	2.920960178110174	1.6111251552108317
16572	ENSG00000163041	protein_coding	train	1.504354837543493	H3-3A	226250415	chr1	+	4.8314567315695145	6.346146696774432	5.0411115353691525
16573	ENSG00000163050	protein_coding	train	0.5416728761291199	COQ8A	227085237	chr1	+	-3.229720656790274	-1.782893391916608	-3.086813774511005
16574	ENSG00000163075	protein_coding	train	-1.277241500440926	CFAP221	120373200	chr2	+	-2.6859415911417392	-1.3061450976464348	-2.521183470950585
16575	ENSG00000163116	protein_coding	train	-1.3747529827988538	STPG2	98893505	chr4	-	-4.772012541265407	-3.437525541903675	-4.651087759005801
16576	ENSG00000163286	protein_coding	train	-1.440067893877767	ALPG	233271553	chr2	+	-0.2968993003958399	1.219276960577604	-0.0978878206694321
16577	ENSG00000163322	protein_coding	train	0.2511497556158829	ABRAXAS1	84406334	chr4	-	-0.1261080755466045	1.4168937744231214	0.050606173690787
16578	ENSG00000163362	protein_coding	train	0.1272747406809963	INAVA	200860469	chr1	+	3.435361897491411	4.860342096974779	3.59015885586422
16579	ENSG00000163377	protein_coding	train	-1.4137075508612182	TAFA4	68981761	chr3	-	-5.39896913065119	-4.095419565078683	-5.1791879227712805
16580	ENSG00000163378	protein_coding	test	0.5548917831691929	EOGT	69063112	chr3	-	0.7316177228406212	2.1629833920234653	0.9588055636394648
16581	ENSG00000163382	protein_coding	train	1.2423547136370363	NAXE	156561554	chr1	+	6.476328217420546	7.943151261876248	6.656735179169533
16582	ENSG00000163424	protein_coding	train	-1.4632121967076763	TEX55	118864998	chr3	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
16583	ENSG00000163467	protein_coding	train	-0.9452429714669788	TSACC	156307105	chr1	+	0.5037557874494988	2.004932787929533	0.6601071664705782
16584	ENSG00000163507	protein_coding	train	0.278948361066719	CIP2A	108308299	chr3	-	1.417542006751048	2.880470035367388	1.6344074020398198
16585	ENSG00000163535	protein_coding	train	0.1566328494288423	SGO2	201390880	chr2	+	0.9384739981384308	2.445832624207628	1.0996318500144604
16586	ENSG00000163608	protein_coding	train	0.668348675971291	NEPRO	112738686	chr3	-	2.974566021814322	4.464393815212739	3.153951219212799
16587	ENSG00000163617	protein_coding	train	-0.1272574593672875	CCDC191	113775460	chr3	-	0.5801454844233802	2.03738222200308	0.7194901312002934
16588	ENSG00000163645	protein_coding	train	-1.2935442770835617	ERICH6	150421738	chr3	-	-4.166178862209418	-2.7690592238760594	-3.983931631372346
16589	ENSG00000163683	protein_coding	train	0.6868648262171717	SMIM14	39640710	chr4	-	2.8540555087992265	4.365314599008822	3.0292054949436413
16590	ENSG00000163689	protein_coding	valid	-0.7887125451083358	CFAP20DC	59035738	chr3	-	-1.1494405793772284	0.276437110436282	-0.925768605814208
16591	ENSG00000163705	protein_coding	train	-1.4446072979975124	FANCD2OS	10149907	chr3	-	-4.811978948583052	-3.504714170629036	-4.748553568441418
16592	ENSG00000163832	protein_coding	train	0.7534544281356546	ELP6	47555251	chr3	-	2.408358615610964	3.869516116048049	2.58467393285523
16593	ENSG00000163866	protein_coding	train	0.548379603873289	SMIM12	35325417	chr1	-	1.8753475828447863	3.304335805049502	2.0206977595946247
16594	ENSG00000163885	protein_coding	train	-1.3948561652083546	CFAP100	126113782	chr3	+	-2.5907448533151625	-1.0938790470029	-2.418118536308665
16595	ENSG00000163945	protein_coding	train	0.2722721950666282	UVSSA	1369822	chr4	+	0.0840642647884742	1.6006027910980385	0.286526343087216
16596	ENSG00000163946	protein_coding	train	0.7190328325529456	TASOR	56698359	chr3	-	2.8603470636416435	4.33089537194129	3.082396035153889
16597	ENSG00000163959	protein_coding	train	-1.1012061817160368	SLC51A	195943375	chr3	+	-1.100669665209555	0.355467388376099	-0.9417527831453372
16598	ENSG00000163975	protein_coding	valid	-0.2618824167354058	MELTF	196756687	chr3	-	1.4480551677171871	2.892429885862521	1.6630257564979751
16599	ENSG00000164002	protein_coding	train	0.2409438159929568	EXO5	40974419	chr1	+	0.2100147377092724	1.699462793886349	0.4126189589919306
16600	ENSG00000164032	protein_coding	train	1.8571772983062365	H2AZ1	100871456	chr4	-	5.520082750927306	7.018431659233813	5.708852135390706
16601	ENSG00000164074	protein_coding	train	0.2894385590616823	ABHD18	128886566	chr4	+	0.9796595517158244	2.4905187880721007	1.146459721740971
16602	ENSG00000164089	protein_coding	train	-1.390766794102036	ETNPPL	109684209	chr4	-	-5.368849142274855	-4.155855418940656	-5.173970213500261
16603	ENSG00000164112	protein_coding	train	-1.2059530168596595	SMIM43	122686282	chr4	-	-3.537842952152605	-2.15200309344505	-3.374823043319488
16604	ENSG00000164116	protein_coding	train	-0.1451874052926647	GUCY1A1	156588350	chr4	+	-0.7128823642118189	0.7668919384112229	-0.5454029434654504
16605	ENSG00000164125	protein_coding	train	0.2970987191664539	GASK1B	159093888	chr4	-	1.3163195505028176	2.747365914830926	1.4110465391731772
16606	ENSG00000164151	protein_coding	valid	0.8006326982743232	ICE1	5422807	chr5	+	2.21816118709516	3.702535651563996	2.3857899405955525
